dimension,vertices,max_bit_length,epsilon,time_mosp,time_fptas,eval_mosp,eval_fptas
10,1000,200,25.6,705,20,61895721226191240112988479886989696300762060693048679494,61895721226191240112988479886989696300762060693048679494
10,1000,200,25.6,722,27,3273015288181867086894488919884029273127718595478967603374,3273015288181867086894488919884029273127718595478967603374
10,1000,200,25.6,734,23,950237669695913877806107558639506829832524632287412697044,950237669695913877806107558639506829832524632287412697044
10,1000,200,25.6,713,19,427486931510101298520646909839053908601733256765969311755,427486931510101298520646909839053908601733256765969311755
10,1000,200,25.6,686,58,216530858370078420432442160356666347226923056405880339034467,216530858370078420432442160356666347226923056405880339034467
10,1000,200,25.6,739,20,47037884110286286601761971314928828440357703229894307332,47037884110286286601761971314928828440357703229894307332
10,1000,200,25.6,685,42,62700241696488312932853058867922409273273998886873636468401,62700241696488312932853058867922409273273998886873636468401
10,1000,150,25.6,556,58,117532778694634944495480129407304566766117973,117532778694634944495480129407304566766117973
10,1000,150,25.6,539,17,31013157175182529890722176833711517401246303,31013157175182529890722176833711517401246303
10,1000,150,25.6,581,52,117532778694650699528954153065344313410933943,117532778694650699528954153065344313410933943
10,1000,150,25.6,566,89,1027613086865694888260900686143170473212316607,1027613086865694888260900686143170473212316607
10,1000,150,25.6,576,23,13396168759419131871630957249118337775339902,13396168759419131871630957249118337775339902
10,1000,150,25.6,561,33,54415927896495781299004075183206980943818299,54415927896495781299004075183206980943818299
10,1000,150,25.6,578,57,117534642852353179851302309930720914501544800,117534642852353179851302309930720914501544800
10,1000,150,25.6,552,30,54415927896299878560418267440190667948665410,54415927896299878560418267440190667948665410
10,1000,150,25.6,570,17,28563140949180670905152655324765220680250934,28563140949180670905152655324765220680250934
10,1000,150,25.6,557,35,104380533688989635580359292399078499244588332,104380533688989635580359292399078499244588332
10,1000,100,25.6,806,16,948247538051548024832110,948247538051548024832110
10,1000,100,25.6,786,137,1216151681707089667420364652440,1216151681707089667420364652440
10,1000,100,25.6,795,42,56752316672058924002641341886,56752316672058924002641341886
10,1000,100,25.6,799,53,78924615775132943809349001776,78924615775132943809349001776
10,1000,100,25.6,825,113,609621786252587567356914040532,609621786252587567356914040532
10,1000,100,25.6,780,28,48473085813084797303864034568,48473085813084797303864034568
10,1000,100,25.6,808,40,90409837820449684180090452497,90409837820449684180090452497
10,1000,100,25.6,821,138,1240564044172889646720035784540,1240564044172889646720035784540
10,1000,100,25.6,826,28,28304074952644023042943519925,28304074952644023042943519925
10,1000,100,25.6,773,21,793061711833566063273452013,793061711833566063273452013
10,1000,50,25.6,785,70,270573347123707,270573347123707
10,1000,50,25.6,807,346,896485603770229,896485603770229
10,1000,50,25.6,752,39,220510929970529,220510929970529
10,1000,50,25.6,809,19,2277944114958,2277944114958
10,1000,50,25.6,779,27,167767965204127,167767965204127
10,1000,50,25.6,765,370,389158207588291,389158207588291
10,1000,50,25.6,810,20,7178536798885,7178536798885
10,1000,50,25.6,807,358,1058754594166061,1058754594166061
10,1000,50,25.6,785,365,620075343134534,620075343134534
10,1000,50,25.6,804,320,1241237634684873,1241237634684873
10,1000,500,51.2,1071,18,78999967708195551126387406374938357922446615876455953205353344107416153417659573395061899819752189794875711948545658457444158261882,78999967708195551126387406374938357922446615876455953205353344107416153417659573395061899819752189794875711948545658457444158261882
10,1000,500,51.2,1081,22,3648539678081271447567065838903439346861535251149630466857983166377766674845997915935110536086569383766122709056562088943156528522548874246490,3648539678081271447567065838903439346861535251149630466857983166377766674845997915935110536086569383766122709056562088943156528522548874246490
10,1000,500,51.2,1096,16,3482643433623733750147250432793033489601340702638437747187185805680760136772210720339758264236629024250675320418088317132661034646903615324,3482643433623733750147250432793033489601340702638437747187185805680760136772210720339758264236629024250675320418088317132661034646903615324
10,1000,500,51.2,1089,53,3232342107912049498014591804545176102994336430697945925956906753053236250371227875412020743993857052841957388188494605224064789724989123823690462268390,3232342107912049498014591804545176102994336430697945925956906753053236250371227875412020743993857052841957388188494605224064789724989123823690462268390
10,1000,500,51.2,1090,51,926697209659812637190982091038375605681399084083300278959890536741864672195140982282866515252271808911363501492749493868048122913928002093495144434590,926697209659812637190982091038375605681399084083300278959890536741864672195140982282866515252271808911363501492749493868048122913928002093495144434590
10,1000,500,51.2,1052,20,1153642233086112470134261441132256127082792190503116315901466561441950629216126807201104735764030062903079947664387010789330710357250660463523,1153642233086112470134261441132256127082792190503116315901466561441950629216126807201104735764030062903079947664387010789330710357250660463523
10,1000,500,51.2,1069,23,3648539678081271448566904578160933415473498764546908059277144048605256479939071700516440030957720470687463376709703598631561834037760792416705,3648539678081271448566904578160933415473498764546908059277144048605256479939071700516440030957720470687463376709703598631561834037760792416705
10,1000,500,51.2,1096,21,51013199305080543610622414814835492337844246999438423519228118809896902311561517511745490821452234723891399396930739434252386799734818145437884,51013199305080543610622414814835492337844246999438423519228118809896902311561517511745490821452234723891399396930739434252386799734818145437884
10,1000,500,51.2,1066,28,41575490708301563929960248879265904253542730754552497817861658633807731941753104575035354971594345129618922583424435828488162947328341775990865217,41575490708301563929960248879265904253542730754552497817861658633807731941753104575035354971594345129618922583424435828488162947328341775990865217
10,1000,500,51.2,1102,19,3648539678081271447567065839893975061836812664107174716265451031380538919352234053895918390670164738996446454803056239594211958813602968773631,3648539678081271447567065839893975061836812664107174716265451031380538919352234053895918390670164738996446454803056239594211958813602968773631
10,1000,450,51.2,1185,47,15939057410933513213455278805408019878086428820490949262782945580473070940123051223597621324599197787212606303459193609369650009354037,15939057410933513213455278805408019878086428820490949262782945580473070940123051223597621324599197787212606303459193609369650009354037
10,1000,450,51.2,1132,32,10027971010537941423753808559156733985476041581796144794105375120035629763537690667647609251100781771575983711440679403943744737532353,10027971010537941423753808559156733985476041581796144794105375120035629763537690667647609251100781771575983711440679403943744737532353
10,1000,450,51.2,1134,18,18004131067650035043133278364063433080984417066722931409285669388990050419844595977044138649537514183471327751423475575758543,18004131067650035043133278364063433080984417066722931409285669388990050419844595977044138649537514183471327751423475575758543
10,1000,450,51.2,1166,20,248253580985182253907926807398427955985190543079089792270900378007499912615944714509339701888309536102917687809281731109392578584,248253580985182253907926807398427955985190543079089792270900378007499912615944714509339701888309536102917687809281731109392578584
10,1000,450,51.2,1193,21,248253580985182069913520444939760459242566910268329689647871914788756958572952869954442675343742379736298562120444164315440221298,248253580985182069913520444939760459242566910268329689647871914788756958572952869954442675343742379736298562120444164315440221298
10,1000,450,51.2,1146,23,7450024435571919528999769910646301220229144605825835134467536606650031039500243630060293402179623496125177741629988566206598467,7450024435571919528999769910646301220229144605825835134467536606650031039500243630060293402179623496125177741629988566206598467
10,1000,450,51.2,1140,51,15939057410933513213455278805408019878086428820490949262782945580473070940122418018064318284921585208099628277864815159983684459060400,15939057410933513213455278805408019878086428820490949262782945580473070940122418018064318284921585208099628277864815159983684459060400
10,1000,450,51.2,1149,33,6993784538596756699135156249050000456959404260711817730569328844453627636255385835083664532283342067468385276217099102603785410684612,6993784538596756699135156249050000456959404260711817730569328844453627636255385835083664532283342067468385276217099102603785410684612
10,1000,450,51.2,1121,51,2786590476171259287023889405951684619809956593185032537659254133674290264742860500787795541112575545542078483057489433394332261906420908,2786590476171259287023889405951684619809956593185032537659254133674290264742860500787795541112575545542078483057489433394332261906420908
10,1000,450,51.2,1129,43,15939057410935331814326517392417187292500143029063837689227142612784599351540325518917132804226294202439558053380535235434188475395738,15939057410935331814326517392417187292500143029063837689227142612784599351540325518917132804226294202439558053380535235434188475395738
10,1000,400,51.2,835,21,783820259415795989513579709086583378865429913538833470450865971503621455258851468169327178338046831714798508109,783820259415795989513579709086583378865429913538833470450865971503621455258851468169327178338046831714798508109
10,1000,400,51.2,813,39,819536324002412643377005908745978134434147536565449828110246310111850733807380992453264773254260392701411200357359381,819536324002412643377005908745978134434147536565449828110246310111850733807380992453264773254260392701411200357359381
10,1000,400,51.2,819,21,19020341141752942943373014022962147152533617239902998982334462501286975233559261238233768975754858923322224668,19020341141752942943373014022962147152533617239902998982334462501286975233559261238233768975754858923322224668
10,1000,400,51.2,849,50,107259707080361190793306178427235332105953924701882730718440454191656985984067741125378336774923773340671556206088846342,107259707080361190793306178427235332105953924701882730718440454191656985984067741125378336774923773340671556206088846342
10,1000,400,51.2,855,23,35179227817122861192804608351798468161879535523457714752921378257375880017033486868303499620713869193195708155730916,35179227817122861192804608351798468161879535523457714752921378257375880017033486868303499620713869193195708155730916
10,1000,400,51.2,838,16,11305787661292893406995973938238087665809822008120318796024356062308898011807707250631532527801102628063216483080,11305787661292893406995973938238087665809822008120318796024356062308898011807707250631532527801102628063216483080
10,1000,400,51.2,850,22,104647919965749094569951168773225841284898625100645516084397787157315008369478280017099337488619335562636409123217,104647919965749094569951168773225841284898625100645516084397787157315008369478280017099337488619335562636409123217
10,1000,400,51.2,841,19,86828626055040185941022226179989484354582281288389584985869040487270064676769701656495049891540514379565429796654,86828626055040185941022226179989484354582281288389584985869040487270064676769701656495049891540514379565429796654
10,1000,400,51.2,836,33,59041649090865247434999939812218498245150224250720684887601827425857739508576022920201736595524760748314542892017484,59041649090865247434999939812218498245150224250720684887601827425857739508576022920201736595524760748314542892017484
10,1000,400,51.2,842,53,2139361378584722116103299148274876748597218023425310949698247112509560097553451728278250394846570105801501383448496933315,2139361378584722116103299148274876748597218023425310949698247112509560097553451728278250394846570105801501383448496933315
10,1000,350,51.2,844,45,138574462431712540253370293431360408494100699750007754010219279731422987390180056563295823306350672348185,138574462431712540253370293431360408494100699750007754010219279731422987390180056563295823306350672348185
10,1000,350,51.2,876,21,358015866590357837307639125882019719213260229268369899919736559616585062960001262414172254363841,358015866590357837307639125882019719213260229268369899919736559616585062960001262414172254363841
10,1000,350,51.2,922,25,12384844541686571181275796246326374922200800257937663241190042505317873030541399466642636607304228043,12384844541686571181275796246326374922200800257937663241190042505317873030541399466642636607304228043
10,1000,350,51.2,897,29,368704300945384329356680349239248417907453198855502196869045396859954865654376337511231058011240945385,368704300945384329356680349239248417907453198855502196869045396859954865654376337511231058011240945385
10,1000,350,51.2,884,22,6631317514615255384296577740492180004070550560401188387631763088063335180790797459932724524394537559,6631317514615255384296577740492180004070550560401188387631763088063335180790797459932724524394537559
10,1000,350,51.2,869,30,12384844541686567708267757413887244957535292758506158192543801594741261388127719639164540803009285949,12384844541686567708267757413887244957535292758506158192543801594741261388127719639164540803009285949
10,1000,350,51.2,888,44,162794486917738737923368821095486091501300581142119003853056385356795666333567395621917715102075485497694,162794487818573820720647690824421694179208811851898696404944321707199277124844849719408612407604799767487
10,1000,350,51.2,867,31,172978133585943855599661540357306283617949017417908750201674727036576065176335936854414738846686142525,172978133585943855599661540357306283617949017417908750201674727036576065176335936854414738846686142525
10,1000,350,51.2,867,21,283370003973833299752524661592097998342263429697083406770481839733378762040380837466941019727043584,283370003973833299752524661592097998342263429697083406770481839733378762040380837466941019727043584
10,1000,350,51.2,948,22,35216001883352522997331712585355126384044612520343166630328300416097368864454039094066654837,35216001883352522997331712585355126384044612520343166630328300416097368864454039094066654837
10,1000,300,51.2,688,24,269741123174543345049437303240934001699977638529744225183051378854155746447002507113310,269741123174543345049437303240934001699977638529744225183051378854155746447002507113310
10,1000,300,51.2,739,38,60031586626241106452420837754684611452514137919501379671814429462730440782028209173874490,60031586626241106452420837754684611452514137919501379671814429462730440782028209173874490
10,1000,300,51.2,765,18,490430462799481882949787684599265671144674663602989312281464471927473602127966940,490430462799481882949787684599265671144674663602989312281464471927473602127966940
10,1000,300,51.2,735,22,69113510038152600784992296837364090245300425231389573445955779714941383956670954703324,69113510038152600784992296837364090245300425231389573445955779714941383956670954703324
10,1000,300,51.2,726,38,60031586626241635962442233131529713441933970853874975247450742036502089539519927445166085,60031586626241635962442233131529713441933970853874975247450742036502089539519927445166085
10,1000,300,51.2,754,20,17166293644166983420591962088951293952023975969551324554025570542158051764908788222,17166293644166983420591962088951293952023975969551324554025570542158051764908788222
10,1000,300,51.2,719,48,438255683476882202507577621812547491671698174243760413979246756277302554052402622229721353,438255683476882202507577621812547491671698174243760413979246756277302554052402622229721353
10,1000,300,51.2,710,27,122860767512440267886223875564954186087946833535354286370335452770212975019225572012828,122860767512440267886223875564954186087946833535354286370335452770212975019225572012828
10,1000,300,51.2,739,21,2805893899412493179498375785040273997629560419359139778528950422378427558300763652601,2805893899412493179498375785040273997629560419359139778528950422378427558300763652601
10,1000,300,51.2,694,20,2805893899412493594644233851898818899713544997203439347340355417006434773299787058436,2805893899412493594644233851898818899713544997203439347340355417006434773299787058436
10,1000,250,51.2,970,27,3208131502610660760258156011545035490299300892778628706523122771763919321,3208131502610660760258156011545035490299300892778628706523122771763919321
10,1000,250,51.2,949,57,251300257005961112306027067226165560992101650486184411751102659840588576129,251300257005961112306027067226165560992101650486184411751102659840588576129
10,1000,250,51.2,953,24,627427817564506306007845214915243378668843308866616426418427633318589516,627427817564506306007845214915243378668843308866616426418427633318589516
10,1000,250,51.2,1000,61,251300257005775347003160796615731054896906563165311088704975214195804841582,251717347569446540196732493844441012708877521270582534737001896060329665948
10,1000,250,51.2,968,17,627427881165482461501862122228765436627081433961890415764090327837465803,627427881165482461501862122228765436627081433961890415764090327837465803
10,1000,250,51.2,985,26,5691965887687037888298502420265541439112470551690946179607456217820189927,5691965887687037888298502420265541439112470551690946179607456217820189927
10,1000,250,51.2,971,21,627427817564506306007845076218219394999402378647417496000201977734085987,627427817564506306007845076218219394999402378647417496000201977734085987
10,1000,250,51.2,1059,65,251300257005775302087736464514111802910005583751090224273027013087268616361,251300257005775302087736464514111802910005583751090224273027013087268616361
10,1000,250,51.2,995,60,251300257005793343178654179478034097538477080857384326581816482590764307382,251300257005793343178654179478034097538477080857384326581816482590764307382
10,1000,250,51.2,981,67,251300257005775302087736463425739110810204094996857261572988415730780698814,251300257005775302087736463442310003800827428233463237438555022088779033439
10,1000,200,51.2,778,43,41095831744099028589770474587411369225625239544465065615668,41095831744099028589770474587411369225625239544465065615668
10,1000,200,51.2,791,52,41095831744111663875869577827163439667006464907078482364833,41095831786479236550535517612663860562056986544042056521368
10,1000,200,51.2,801,51,41095831744099055385379774976529891565730419185488875272579,41095831744099055385379774976529891565730419185488875272579
10,1000,200,51.2,832,66,534458486674470485368393939769478159004561189576499425744135,534458486674470485368393939769478159004561189576499425744135
10,1000,200,51.2,814,47,41095831744099141540307430495701017043316620989941514998677,41307229725073115678716636092255234091546398265789252162237
10,1000,200,51.2,805,47,41095831744099028589922757007268596765943462346769701205412,41095831744099028589922757007268596765943462346769701205412
10,1000,200,51.2,793,63,727377458901431570457144642524369749344960962294087107284117,727377458901431570457144642524369749344960962294087107284117
10,1000,200,51.2,829,50,42269942696772486388917874726887700125354942477995580783351,42269942696772486389931312498994277843273386215336078712118
10,1000,200,51.2,791,61,210403028847468761200230698007683556299768579996176281302297,210403028847468761200230698007683556299768579996176281302297
10,1000,200,51.2,813,47,41095831744099028590783889683006395062983928449112375321874,41095831744445498386835577185196158073585308099534612586453
10,1000,150,51.2,795,82,1727731566751674215854313492091350788671953589,1727731566751674215854313492091350788671953589
10,1000,150,51.2,831,19,231012650299040055740388983193662671777647,231012650299040055740388983193662671777647
10,1000,150,51.2,798,67,449343316845973744440642855200728591000186377,451381917102721712193914451797561114134694952
10,1000,150,51.2,816,27,172505985884936921494132578867202700343022888,172505985884936921494132578867202700343022888
10,1000,150,51.2,852,28,172510493162396601109223375295238756907120321,172510493162396601109223375295238756907120321
10,1000,150,51.2,806,21,34372048128569759806698300196030197889328522,34372048128569759806698300196030197889328522
10,1000,150,51.2,816,25,108825929786692308662570853925949151459549310,108825929786692308662570853925949151459549310
10,1000,150,51.2,817,75,452112964201078181550317129509432228787627761,452112964201078181550317129509432228787627761
10,1000,150,51.2,802,28,82103092919626034903330181207697864739078223,82103092919626034903330181207697864739078223
10,1000,150,51.2,830,56,203336164531178071197108531969347496684731497,203336164531178071197108531969347496684731497
10,1000,100,51.2,703,30,61582730236778392077302577176,61582730236778392077302577176
10,1000,100,51.2,724,18,4091746415148250043619559491,4091746415148250043619559491
10,1000,100,51.2,699,28,133779599193434145136124138997,133779599193434145136124138997
10,1000,100,51.2,722,19,1319978524469405355133189234,1319978524469405355133189234
10,1000,100,51.2,706,21,56633989476125265337743022238,56633989476125265337743022238
10,1000,100,51.2,737,84,393677326922996971019012483314,393677326922996971019012483314
10,1000,100,51.2,734,23,72996088123082365145523547761,72996088123082365145523547761
10,1000,100,51.2,720,16,3997136959118960265374030177,3997136959118960265374030177
10,1000,100,51.2,720,43,172771773567842886634108108044,172771773567842886634108108044
10,1000,100,51.2,724,98,441515196130497193598836307952,441515196130497193598836307952
10,1000,50,51.2,1023,52,373129767342839,373129767342839
10,1000,50,51.2,1067,23,67225721852605,67225721852605
10,1000,50,51.2,1088,20,60680907793543,60680907793543
10,1000,50,51.2,1074,276,1006712675774506,1006712675774506
10,1000,50,51.2,1053,431,1003574377324175,1003574377324175
10,1000,50,51.2,1108,67,320596222952224,320596222952224
10,1000,50,51.2,1051,325,986667504499245,986667504499245
10,1000,50,51.2,1116,24,141943050033781,141943050033781
10,1000,50,51.2,1067,21,734930216158,734930216158
10,1000,50,51.2,1060,153,475594276355096,475818683499468
10,1000,500,102.4,1073,19,612754236191906639805576648910643384004285653986966389020065554673338152106060877621487590039209168269473641703993509221325848618830228320,612754236191906639805576648910643384004285653986966389020065554673338152106060877621487590039209168269473641703993509221325848618830228320
10,1000,500,102.4,1067,22,82269672762887292321688924812846033529699422204088217140302111729272011673011182128078569167966557418932659410015824095326833828977473092,82269672762887292321688924812846033529699422204088217140302111729272011673011182128078569167966557418932659410015824095326833828977473092
10,1000,500,102.4,1044,44,86381965671762346604348004345754899480438493668547836600776349936739050620096979898520498390404101255512290152767729525909561221349926305229385113977,86381965671762346604348004345754899480438493668547836600776349936739050620096979898520498390404101255512290152767729525909561221349926305229385113977
10,1000,500,102.4,1051,28,10993354789218265818009666006422509069484109729310413039530177699842329784735310126476217920484192489652810802422227513146008404421232182898021,10993354789218265818009666006422509069484109729310413039530177699842329784735310126476217920484192489652810802422227513146008404421232182898021
10,1000,500,102.4,1043,34,1401173537941974887819115374262826880827109070200592654463439106968673886056622809901118960652876605665645076539299495694679681175849040571156065708,1401173537941974887819115374262826880827109070200592654463439106968673886056622809901118960652876605665645076539299495694679681175849040571156065708
10,1000,500,102.4,1128,22,11276904029505466258307269220309946901498527259657458626875665127071239387246233809913818936164795094642062510589110904778005649229606047866,11276904029505466258307269220309946901498527259657458626875665127071239387246233809913818936164795094642062510589110904778005649229606047866
10,1000,500,102.4,1045,21,173239683409436327621808596372636642154981889080914360255401591972020700225764487812448652415036740008531837698169603957213152514499206692,173239683409436327621808596372636642154981889080914360255401591972020700225764487812448652415036740008531837698169603957213152514499206692
10,1000,500,102.4,1047,57,1807129107392633993677613077220636648112817310610652161626737589107576331219570518917081407706824682154593469726878523573575733553241364433731602759197,1807129107392633993677613077220636648112817310610652161626737589107576331219570518917081407706824682154593469726878523573575733553241364433731602759197
10,1000,500,102.4,1072,32,127589664489683614152410155990945732628662729985177141689306618041176695215862660554400894235054718119224460127869067452351753143957621242218417499,127589664489683614152410155990945732628662729985177141689306618041176695215862660554400894235054718119224460127869067452351753143957621242218417499
10,1000,500,102.4,1089,51,1433906808082754138126114013505481737660567963469176653385513403062337129089209160966817766754924004029279100772432711208357197893297443025613321745147,1433906808082754138126114013505481737660567963469176653385513403062337129089209160966817766754924004029279100772432711208357197893297443025613321745147
10,1000,450,102.4,1081,24,2195059380463244867939645051785890410299716779242922976856924067485221170783879634571096179713529851508713647616347615034801075,2195059380463244867939645051785890410299716779242922976856924067485221170783879634571096179713529851508713647616347615034801075
10,1000,450,102.4,1135,29,52922614798432973457346576010851238497695844045955494200328150081357199438428827097025277422470727276942889378648474341088714563,52922614798432973457346576010851238497695844045955494200328150081357199438428827097025277422470727276942889378648474341088714563
10,1000,450,102.4,1127,21,1070999009633780189094799745438012694067233982082498105023418238087854889381676591553745859971836760333818886471093048292,1070999009633780189094799745438012694067233982082498105023418238087854889381676591553745859971836760333818886471093048292
10,1000,450,102.4,1089,18,1317468330977327030967480793608161401817971297699925549109637703937181718362028218383547041769471300562366993041506625530,1317468330977327030967480793608161401817971297699925549109637703937181718362028218383547041769471300562366993041506625530
10,1000,450,102.4,1181,21,36633423849783322963882449801876176542007878286585473058210296978949305811321525598166935790527832891331890524653667311691696,36633423849783322963882449801876176542007878286585473058210296978949305811321525598166935790527832891331890524653667311691696
10,1000,450,102.4,1152,36,508532289731783396228185533449514798046684750359049195810337754370075088070927801484728946840958883550975355358499065929020819521593,508532289731783396228185533449514798046684750359049195810337754370075088070927801484728946840958883550975355358499065929020819521593
10,1000,450,102.4,1118,57,2057297539354485679408967855076085576427727194887734796599096936293150313061216491752026026004130741360538878300057634509656135969048681,2057297539354485679408967855076085576427727194887734796599096936293150313061216491752026026004130741360538878300057634509656135969048681
10,1000,450,102.4,1090,27,2195059380463244867927964588430854045038914607483907172255916721478514443305167010190579591386986710829046005505755579749761329,2195059380463244867927964588430854045038914607483907172255916721478514443305167010190579591386986710829046005505755579749761329
10,1000,450,102.4,1156,29,2195059380463244867927964588430854045038859231290479194130642469484196345019399638944406672985121459900867701063785045561553537,2195059380463244867927964600497101432587157891192348948430763652821472710792218740136485255449585765475841817062560456012527005
10,1000,450,102.4,1099,28,16765344334180572058047853437017832906776248775126795312672937089298343812232647470566736489863601134217826349004924479854617407,16765344334180572058047853437017832906776248775126795312672937089298343812232647470566736489863601134217826349004924479854617407
10,1000,400,102.4,1058,38,1706850898060173057920451642734905221256399748196827732966081096647836421984892602561886898561570836880846475920985868,1706850898060173057920451642734905221256399748196827732966081096647836421984892602561886898561570836880846475920985868
10,1000,400,102.4,1072,56,605214394701622137903366008538492211499509205068415350240955150119185092827390770197629380463270357281926786604617659512,605214394701622137903366008538492211499509205068415350240955150119185092827390770197629380463270357281926786604617659512
10,1000,400,102.4,1123,21,1135491119236757102388827584621834489388140040937834256863068289697744559952516340150894161448121531994179102078,1135491119236757102388827584621834489388140040937834256863068289697744559952516340150894161448121531994179102078
10,1000,400,102.4,1123,25,1463227138571397797898397946884005511025272690631639713921744256415800895464222345064788458147951761180053618333,1463227138571397797898397946884005511025272690631639713921744256415800895464222345064788458147951761180053618333
10,1000,400,102.4,1067,24,6939562684677075546359328315850883031291784503354216650783535673281549643554968283472999052929046370401473164690482,6939562684677075546359328315850883031291784503354216650783535673281549643554968283472999052929046370401473164690482
10,1000,400,102.4,1098,27,298680536850070396415855909416667736891246821622837824822091105087377628325618034197375249795589039176072960099943548,298680536850070396415855909416667736891246821622837824822091105087377628325618034197375249795589039176072960099943548
10,1000,400,102.4,1091,20,78957110210512422883589722974555264719306750824566186218412355540878071277455832915119627645245076663016264,78957110210512422883589722974555264719306750824566186218412355540878071277455832915119627645245076663016264
10,1000,400,102.4,1075,22,237492588627565010438171341426680177948919408057942725293624950873489176801442393485377159922366336649883809455198,237492588627565010438171341426680177948919408057942725293624950873489176801442393485377159922366336649883809455198
10,1000,400,102.4,1083,50,605214394701622137878804758199089158464097986697610865378080347558903799915846206888386516583081596877473438865668668981,605214394701622137878804758199089158464097986697610865378080347558903799915846206888386516583081596877473438865668668981
10,1000,400,102.4,1100,21,237492588627565010438026264842130879823944700361401479320326189463116378678266519069275521657242008749334688434762,237492588627565010438026264842130879823944700361401479320326189463116378678266519069275521657242008749334688434762
10,1000,350,102.4,846,45,363032026487149446018160288946298459564407462451041709338586442251995066945784433771543170849193919554333,363032026487149446018160288946298459564407462451041709338586442251995066945784433771543170849193919554333
10,1000,350,102.4,810,18,5911259627088265644879843819073460962546162355240961663684531994240094717501580377765956591143698,5911259627088265644879843819073460962546162355240961663684531994240094717501580377765956591143698
10,1000,350,102.4,884,18,967021688640023102211242809735687487229910161602060891192964067352462886393373968026003719295493,967021688640023102211242809735687487229910161602060891192964067352462886393373968026003719295493
10,1000,350,102.4,843,20,2107706872479714967961494894174924740347894128521754828188993830929097298048665818447461580987081737,2107706872479714967961494894174924740347894128521754828188993830929097298048665818447461580987081737
10,1000,350,102.4,849,35,9985030359629926496698578694710535624026045577953980652590266987188585923739821213715158410968966685716,9985030359629926496698578694710535624026045577953980652590266987188585923739821213715158410968966685716
10,1000,350,102.4,907,19,20136101276494469349310099714803800456981904576039303711853445519982124074957584140317499060835981894,20136101276494469349310099714803800456981904576039303711853445519982124074957584140317499060835981894
10,1000,350,102.4,840,33,203332386141647959523239898591592633805823217731564557004438167936627106813680800282296511249419821346573,203332386141647959523239898591592633805823217731564557004438167936627106813680800282296511249419821346573
10,1000,350,102.4,840,32,20090114350312693838908541894531797545571586620000973613209190598172699622381980201608581938236485387987,20090114350312693838908541894531797545571586620000973613209190598172699622381980201608581938236485387987
10,1000,350,102.4,826,57,524576977094361258666910086066914537974304378129246366386240059163536923383009832981267934699013836677678,524576977094361258666910086066914537974304378129246366386240059163536923383009832981267934699013836677678
10,1000,350,102.4,816,15,1345602536417144639670628479854335419306492020251053192103815767955724706601315469257765494200,1345602536417144639670628479854335419306492020251053192103815767955724706601315469257765494200
10,1000,300,102.4,1294,20,1128238292612326167529400315383048942834997444279031170111470950985753336249508292,1128238292612326167529400315383048942834997444279031170111470950985753336249508292
10,1000,300,102.4,1267,22,1535080668341375334180100264804303053290803121459196853529616358782439207591653377268,1535080668341375334180100264804303053290803121459196853529616358782439207591653377268
10,1000,300,102.4,1289,28,774515126846639792505488940422806375724880586506244366105554168802580938096811995963,774515126846639792505488940422806375724880586506244366105554168802580938096811995963
10,1000,300,102.4,1294,37,3042415709331439299249017288065448601101325985066646286315320889480697162950223167553521,3042415709331439299249017288065448601101325985066646286315320889480697162950223167553521
10,1000,300,102.4,1322,44,40379210242389879479741608159803421536694049206558212473040759000750706871866773055277944,40379210242389879479741608159803421536694049206558212473040759000750706871866773055277944
10,1000,300,102.4,1292,19,642508881094170161350047366200468175128395490107958247067426306929683637555613994953,642508881094170161350047366200468175128395490107958247067426306929683637555613994953
10,1000,300,102.4,1265,36,1917235334487675325575613948413645196177516888605818499210733496956851067599390475706078,1917235334487675325575613948413645196177516888605818499210733496956851067599390475706078
10,1000,300,102.4,1342,28,17046691190320305183822286199002907558171985879594680376174801483787702863742693461595,17046691190320305183822286199002907558171985879594680376174801483787702863742693461595
10,1000,300,102.4,1358,45,14124009905351888049330031590086638675085135603045432355611564381760596998475419504317482,14124009905351888049330031590086638675085135603045432355611564381760596998475419504317482
10,1000,300,102.4,1399,25,434407125952991761249906893688326741455200792056556356545956431635362733741896556463,434407125952991761249906893688326741455200792056556356545956431635362733741896556463
10,1000,250,102.4,798,31,258728765174133942821211748961905219374407931173667022322164850523399102589,258728765174133942821211748961905219374407931173667022322164850523399102589
10,1000,250,102.4,825,24,127267690493634874135257125319418527660661931021567793506626298142221766117,127267690493634874135257125319418527660661931021567793506626298142221766117
10,1000,250,102.4,790,19,54096685105918759387409560899200051074880225891954265640321074575024669585,54096685105918759387409560899200051081093572146621855627463650741661317848
10,1000,250,102.4,823,31,258728765174133942821211748974372579485937681697827981023366264320263869541,258728765174133942821211748974372579485937681697827981023366264320263869541
10,1000,250,102.4,837,33,258728765174133942821211748961905219374416816318634847701721230012896956831,258728765174133942821211748961905219374416816318634847701721230012896956831
10,1000,250,102.4,813,74,1673341348412132029909475502867713578809286789683252556870008834128086822747,1673341348412132029909475502867713578809286789683252556870008834128086822747
10,1000,250,102.4,802,14,51088645155439948355882676237865829024446797617111879138434233,51088645155439948355882676237865829024446797617111879138434233
10,1000,250,102.4,837,28,127265642964197002527771283857653716909287945451052808114555444058560563346,127265642964197002527771283857653716909287945451052808114555444058560563346
10,1000,250,102.4,801,76,500212301451598484975169422642619254240074784144739017214171589245782244521,500212301451598484975169422642619254240074784144739017214171589245782244521
