dimension, vertices, ave_degree, maxBitLength, epsilon, mosp, fptas_mosp, diff_cost
6, 200, 4, 600, 0.2, 26, 4, 0
6, 200, 4, 600, 0.2, 26, 3, 0
6, 200, 4, 600, 0.2, 21, 5, 0
6, 200, 4, 600, 0.2, 17, 4, 0
6, 200, 4, 600, 0.25, 27, 5, 0
6, 200, 4, 600, 0.25, 27, 2, 0
6, 200, 4, 600, 0.25, 24, 3, 0
6, 200, 4, 600, 0.25, 27, 2, 0
6, 200, 4, 600, 0.25, 22, 2, 0
6, 200, 4, 600, 0.25, 24, 7, 0
6, 200, 4, 600, 0.25, 51, 2, 0
6, 200, 4, 600, 0.25, 34, 3, 0
6, 200, 4, 600, 0.25, 22, 4, 0
6, 200, 4, 600, 0.25, 49, 2, 0
