dimension, vertices, ave_degree, maxBitLength, epsilon, mosp, fptas_mosp, diff_cost
8, 800, 5, 800, 0.05, 4606, 28, 0
8, 800, 5, 800, 0.05, 4511, 54, 0
8, 800, 5, 800, 0.05, 1126, 30, 0
8, 800, 5, 800, 0.05, 2512, 46, 0
8, 800, 5, 800, 0.05, 3219, 29, 0
8, 800, 5, 800, 0.05, 1921, 18, 0
8, 800, 5, 800, 0.05, 2936, 27, 0
8, 800, 5, 800, 0.05, 1028, 17, 0
8, 800, 5, 800, 0.05, 1838, 19, 0
8, 800, 5, 800, 0.05, 5526, 25, 0
8, 800, 5, 800, 0.05, 2671, 43, 0
8, 800, 5, 800, 0.05, 2701, 16, 0
8, 800, 5, 800, 0.05, 3384, 17, 0
8, 800, 5, 800, 0.05, 3149, 22, 0
8, 800, 5, 800, 0.05, 2768, 33, 0
8, 800, 5, 800, 0.05, 3147, 47, 0
8, 800, 5, 800, 0.05, 3191, 41, 0
8, 800, 5, 800, 0.05, 2606, 17, 0
8, 800, 5, 800, 0.05, 4448, 28, 0
8, 800, 5, 800, 0.05, 2177, 21, 0
8, 800, 5, 800, 0.1, 4175, 47, 0
8, 800, 5, 800, 0.1, 2400, 19, 0
8, 800, 5, 800, 0.1, 2245, 21, 0
8, 800, 5, 800, 0.1, 2141, 22, 0
8, 800, 5, 800, 0.1, 3270, 19, 0
8, 800, 5, 800, 0.1, 3162, 26, 0
8, 800, 5, 800, 0.1, 2651, 31, 0
8, 800, 5, 800, 0.1, 2441, 29, 0
8, 800, 5, 800, 0.1, 2909, 18, 0
8, 800, 5, 800, 0.1, 2637, 48, 0
8, 800, 5, 800, 0.1, 3859, 44, 0
8, 800, 5, 800, 0.1, 1870, 56, 0
8, 800, 5, 800, 0.1, 2555, 18, 0
8, 800, 5, 800, 0.1, 2874, 38, 365618683914785870143074834770912942663671674200803855921983648374139909814427429375780064814409529456965853698096143431234662815464885385794888239859327248401314185548831800553471880419357054285352016715831347313529225025134495868
8, 800, 5, 800, 0.1, 2923, 15, 0
8, 800, 5, 800, 0.1, 2976, 22, 0
8, 800, 5, 800, 0.1, 1814, 18, 0
8, 800, 5, 800, 0.1, 1951, 40, 0
8, 800, 5, 800, 0.1, 1932, 32, 0
8, 800, 5, 800, 0.1, 2223, 20, 0
8, 800, 5, 800, 0.15, 2491, 23, 500380926297232806141040022882585371983836687004740131263423985470190464925375507607499472539110198058879386325664432001152931342144719853445268171176652620744871798567383186219308463892981623698765343625325170
8, 800, 5, 800, 0.15, 2831, 28, 0
8, 800, 5, 800, 0.15, 2220, 17, 0
8, 800, 5, 800, 0.15, 1999, 17, 0
8, 800, 5, 800, 0.15, 1892, 16, 0
8, 800, 5, 800, 0.15, 944, 22, 0
8, 800, 5, 800, 0.15, 2640, 19, 0
8, 800, 5, 800, 0.15, 2982, 18, 0
8, 800, 5, 800, 0.15, 953, 43, 0
8, 800, 5, 800, 0.15, 3427, 28, 0
8, 800, 5, 800, 0.15, 4521, 24, 0
8, 800, 5, 800, 0.15, 2462, 37, 241584713017682710212532052550496176932055357393992236933113794703558217911438243226025711583039718508524642786899779409984807537928494138437871525149627472051080827154477840469003961245621070759097479341522408
8, 800, 5, 800, 0.15, 3422, 22, 0
8, 800, 5, 800, 0.15, 2346, 26, 0
8, 800, 5, 800, 0.15, 3374, 41, 0
8, 800, 5, 800, 0.15, 2184, 42, 0
8, 800, 5, 800, 0.15, 1719, 35, 0
8, 800, 5, 800, 0.15, 1563, 27, 0
8, 800, 5, 800, 0.15, 1813, 31, 0
8, 800, 5, 800, 0.15, 1411, 39, 0
8, 800, 5, 800, 0.2, 2932, 45, 0
8, 800, 5, 800, 0.2, 3223, 38, 0
8, 800, 5, 800, 0.2, 3070, 57, 0
8, 800, 5, 800, 0.2, 2712, 39, 0
8, 800, 5, 800, 0.2, 2495, 20, 19538492891984637191281387987896570918758220454788096045944058801411372984612770134321272248484303154664944444779860666311098971027117125086766656194843105888243096
8, 800, 5, 800, 0.2, 2967, 28, 0
8, 800, 5, 800, 0.2, 3044, 52, 0
8, 800, 5, 800, 0.2, 3601, 31, 699236599297443142077759133225119063056988748215856493609771373118233810645936974790454267102775193721471845181121943490237205156990693132079162696570871133531086577136927517291232105473769049100864524278153407356036915887962964
8, 800, 5, 800, 0.2, 3808, 21, 0
8, 800, 5, 800, 0.2, 3823, 49, 0
8, 800, 5, 800, 0.2, 2796, 27, 0
8, 800, 5, 800, 0.2, 3529, 19, 0
8, 800, 5, 800, 0.2, 3429, 26, 0
8, 800, 5, 800, 0.2, 2743, 16, 0
8, 800, 5, 800, 0.2, 3115, 32, 0
8, 800, 5, 800, 0.2, 2667, 30, 0
8, 800, 5, 800, 0.2, 3183, 35, 341015924891143087063121616103259930733471531953687297774486905639807420894335941758725620954818341117317644788324931787825973620607206485883703390917177573259894880692839599034917038634125343923550888410121584332165091
8, 800, 5, 800, 0.2, 1923, 33, 0
8, 800, 5, 800, 0.2, 2891, 35, 0
8, 800, 5, 800, 0.2, 3146, 37, 0
8, 800, 5, 800, 0.25, 1829, 23, 0
8, 800, 5, 800, 0.25, 2711, 21, 0
8, 800, 5, 800, 0.25, 1515, 14, 0
8, 800, 5, 800, 0.25, 3304, 16, 0
8, 800, 5, 800, 0.25, 3863, 35, 0
8, 800, 5, 800, 0.25, 3859, 16, 0
8, 800, 5, 800, 0.25, 1861, 15, 0
8, 800, 5, 800, 0.25, 5499, 22, 5272971784638620250324976504279895882389788571257058856568158856623758820029528440419084015961391359132931948617658309020115954376433401254316176103055574941010456436689633051524272550618237
8, 800, 5, 800, 0.25, 1926, 25, 3334712092124147649385941482429236177040674956666058196687919186660901226121477422764512838874459415510697920392023808467015468286128242812823572974002271175410869
8, 800, 5, 800, 0.25, 1928, 39, 15180480501562119257443224915966285835879360595961248529004697767548220532496728877202583726473561161233123814853412054736866697647746118978503841970125738009180289138882435725355978397391218107011437124195073111541581946474341373
8, 800, 5, 800, 0.25, 2193, 18, 0
8, 800, 5, 800, 0.25, 2348, 28, 0
8, 800, 5, 800, 0.25, 3168, 16, 0
8, 800, 5, 800, 0.25, 3536, 30, 0
8, 800, 5, 800, 0.25, 1662, 12, 0
8, 800, 5, 800, 0.25, 2315, 17, 0
8, 800, 5, 800, 0.25, 1481, 42, 0
8, 800, 5, 800, 0.25, 1638, 27, 0
8, 800, 5, 800, 0.25, 1834, 15, 0
8, 800, 5, 800, 0.25, 2135, 21, 0
8, 800, 5, 600, 0.05, 966, 42, 0
8, 800, 5, 600, 0.05, 1298, 43, 0
8, 800, 5, 600, 0.05, 2491, 18, 0
8, 800, 5, 600, 0.05, 2216, 20, 0
8, 800, 5, 600, 0.05, 3875, 20, 0
8, 800, 5, 600, 0.05, 2279, 32, 0
8, 800, 5, 600, 0.05, 1585, 25, 0
8, 800, 5, 600, 0.05, 3442, 36, 0
8, 800, 5, 600, 0.05, 876, 19, 0
8, 800, 5, 600, 0.05, 1405, 15, 0
8, 800, 5, 600, 0.05, 2799, 15, 0
8, 800, 5, 600, 0.05, 3015, 24, 0
8, 800, 5, 600, 0.05, 2017, 19, 0
8, 800, 5, 600, 0.05, 1302, 32, 0
8, 800, 5, 600, 0.05, 3026, 19, 0
8, 800, 5, 600, 0.05, 2109, 19, 25480779205768626113842785828851957142909374374584497106430566409359538724461526568525189016296714751198504711545818873737046728662955181591810
8, 800, 5, 600, 0.05, 2534, 19, 0
8, 800, 5, 600, 0.05, 1450, 41, 0
8, 800, 5, 600, 0.05, 2954, 17, 0
8, 800, 5, 600, 0.05, 2241, 45, 0
8, 800, 5, 600, 0.1, 3685, 34, 10869315515081965939457089116502858292213337182727940046389528520289385930276035395761744215014268207320029834597733328306300294300464297533927933
8, 800, 5, 600, 0.1, 1886, 14, 0
8, 800, 5, 600, 0.1, 1989, 17, 0
8, 800, 5, 600, 0.1, 1624, 14, 0
8, 800, 5, 600, 0.1, 1383, 40, 0
8, 800, 5, 600, 0.1, 2302, 40, 0
8, 800, 5, 600, 0.1, 1456, 13, 0
8, 800, 5, 600, 0.1, 1212, 15, 0
8, 800, 5, 600, 0.1, 2331, 18, 10361312822140294738609091187852576501655128720216842326516968682751342956923713514480944881851344509401501099564912084729685753068406376651929967994635957965
8, 800, 5, 600, 0.1, 1300, 14, 0
8, 800, 5, 600, 0.1, 3470, 13, 0
8, 800, 5, 600, 0.1, 1172, 14, 0
8, 800, 5, 600, 0.1, 3009, 25, 0
8, 800, 5, 600, 0.1, 1873, 26, 0
8, 800, 5, 600, 0.1, 1542, 31, 0
8, 800, 5, 600, 0.1, 1390, 19, 0
8, 800, 5, 600, 0.1, 2186, 42, 0
8, 800, 5, 600, 0.1, 1328, 22, 160092086892244122087436779622554655847348296919796063891321803998305845260592596244075144133037623038367492311581810990978658609673981449706
8, 800, 5, 600, 0.1, 2006, 24, 0
8, 800, 5, 600, 0.1, 1603, 16, 0
8, 800, 5, 600, 0.15, 1914, 27, 0
8, 800, 5, 600, 0.15, 2967, 15, 0
8, 800, 5, 600, 0.15, 1508, 18, 0
8, 800, 5, 600, 0.15, 2299, 17, 0
8, 800, 5, 600, 0.15, 1199, 16, 0
8, 800, 5, 600, 0.15, 2109, 23, 0
8, 800, 5, 600, 0.15, 2456, 24, 0
8, 800, 5, 600, 0.15, 697, 24, 0
8, 800, 5, 600, 0.15, 2137, 16, 0
8, 800, 5, 600, 0.15, 1346, 40, 0
8, 800, 5, 600, 0.15, 3278, 18, 0
8, 800, 5, 600, 0.15, 1037, 18, 0
8, 800, 5, 600, 0.15, 1791, 34, 0
8, 800, 5, 600, 0.15, 1349, 23, 0
8, 800, 5, 600, 0.15, 2671, 14, 0
8, 800, 5, 600, 0.15, 2530, 17, 11311742397800404065560922422060634627270215562782276318961807103256573399880579100957831740890037203603924881275626606727101
8, 800, 5, 600, 0.15, 2608, 21, 0
8, 800, 5, 600, 0.15, 1809, 17, 0
8, 800, 5, 600, 0.15, 3140, 18, 0
8, 800, 5, 600, 0.15, 1757, 14, 0
8, 800, 5, 600, 0.2, 1839, 22, 0
8, 800, 5, 600, 0.2, 1857, 16, 0
8, 800, 5, 600, 0.2, 2695, 18, 0
8, 800, 5, 600, 0.2, 1566, 27, 0
8, 800, 5, 600, 0.2, 1407, 14, 0
8, 800, 5, 600, 0.2, 3531, 16, 0
8, 800, 5, 600, 0.2, 2970, 20, 0
8, 800, 5, 600, 0.2, 1262, 19, 0
8, 800, 5, 600, 0.2, 1425, 19, 0
8, 800, 5, 600, 0.2, 1708, 17, 0
8, 800, 5, 600, 0.2, 4046, 18, 0
8, 800, 5, 600, 0.2, 1382, 13, 0
8, 800, 5, 600, 0.2, 2606, 43, 1925487338955513284506996234053143835466317188996332277752579042731391672866068488573679803554127067060841097428208814549003775773296647057883956751873
8, 800, 5, 600, 0.2, 4653, 34, 789848690824549924647249420921578950499701954640943987229025515195798072844119385025040728752902111847315748960848594598957636966237168419218547382552118229663327
8, 800, 5, 600, 0.2, 2819, 25, 23874874124195709263046913517039031449234376667735259173668767423615776751909644422042941185910630515412231268488465601542667757951065233845217147069393855989
8, 800, 5, 600, 0.2, 4187, 25, 12172941923443067573990012880722470160189289848524304367841117398352003815035008000937740427764926144679770836491996485046650849710174296644537180867943370641108
8, 800, 5, 600, 0.2, 2313, 16, 0
8, 800, 5, 600, 0.2, 1412, 15, 0
8, 800, 5, 600, 0.2, 1393, 16, 0
8, 800, 5, 600, 0.2, 1607, 18, 0
8, 800, 5, 600, 0.25, 1518, 36, 0
8, 800, 5, 600, 0.25, 1909, 20, 0
8, 800, 5, 600, 0.25, 2860, 16, 0
8, 800, 5, 600, 0.25, 2144, 19, 0
8, 800, 5, 600, 0.25, 1318, 21, 0
8, 800, 5, 600, 0.25, 2581, 34, 0
8, 800, 5, 600, 0.25, 1556, 33, 0
8, 800, 5, 600, 0.25, 1485, 28, 0
8, 800, 5, 600, 0.25, 2006, 13, 0
8, 800, 5, 600, 0.25, 1008, 20, 0
8, 800, 5, 600, 0.25, 1242, 31, 0
8, 800, 5, 600, 0.25, 1707, 27, 0
8, 800, 5, 600, 0.25, 2095, 16, 0
8, 800, 5, 600, 0.25, 1643, 30, 0
8, 800, 5, 600, 0.25, 1469, 21, 0
8, 800, 5, 600, 0.25, 3551, 14, 0
8, 800, 5, 600, 0.25, 1669, 14, 0
8, 800, 5, 600, 0.25, 3709, 23, 0
8, 800, 5, 600, 0.25, 2771, 31, 87653113225674221898789475628831577774148043824152005193195333830459549315259432031911066045454348007668557236153568730818725142411551624265060926258771820328956889
8, 800, 5, 600, 0.25, 1834, 16, 0
8, 800, 5, 400, 0.05, 2228, 24, 0
8, 800, 5, 400, 0.05, 2277, 21, 0
8, 800, 5, 400, 0.05, 2027, 19, 0
8, 800, 5, 400, 0.05, 1686, 21, 2816082270760840550951949722656510050155102780733086962783398559505546240566854047004163752818620337760012698
8, 800, 5, 400, 0.05, 1168, 26, 0
8, 800, 5, 400, 0.05, 1570, 15, 0
8, 800, 5, 400, 0.05, 1742, 15, 0
8, 800, 5, 400, 0.05, 1606, 18, 0
8, 800, 5, 400, 0.05, 1421, 23, 0
8, 800, 5, 400, 0.05, 2264, 35, 0
8, 800, 5, 400, 0.05, 3846, 31, 0
8, 800, 5, 400, 0.05, 1211, 13, 0
8, 800, 5, 400, 0.05, 1105, 33, 0
8, 800, 5, 400, 0.05, 3922, 29, 0
8, 800, 5, 400, 0.05, 2424, 20, 0
8, 800, 5, 400, 0.05, 2522, 29, 0
8, 800, 5, 400, 0.05, 1500, 46, 0
8, 800, 5, 400, 0.05, 2355, 53, 0
8, 800, 5, 400, 0.05, 2218, 13, 0
8, 800, 5, 400, 0.05, 911, 42, 904760355540806415798003894339054401655666204009581232679949130895717519261765072237262139860230421977543933378
8, 800, 5, 400, 0.1, 3086, 28, 0
8, 800, 5, 400, 0.1, 2339, 17, 0
8, 800, 5, 400, 0.1, 2697, 48, 0
8, 800, 5, 400, 0.1, 1690, 19, 0
8, 800, 5, 400, 0.1, 2599, 31, 0
8, 800, 5, 400, 0.1, 2888, 27, 409662966257830689369937143212021301709152404930045436837065902701702294627240559196888322666879048
8, 800, 5, 400, 0.1, 1931, 51, 0
8, 800, 5, 400, 0.1, 2704, 17, 0
8, 800, 5, 400, 0.1, 1164, 33, 0
8, 800, 5, 400, 0.1, 3634, 16, 2927925703602600735385137146348781950742536749197415524741658757
8, 800, 5, 400, 0.1, 1404, 19, 0
8, 800, 5, 400, 0.1, 2198, 14, 0
8, 800, 5, 400, 0.1, 1491, 32, 0
8, 800, 5, 400, 0.1, 3135, 16, 0
8, 800, 5, 400, 0.1, 2170, 38, 0
8, 800, 5, 400, 0.1, 2712, 32, 0
8, 800, 5, 400, 0.1, 1661, 40, 0
8, 800, 5, 400, 0.1, 2549, 15, 0
8, 800, 5, 400, 0.1, 1649, 40, 0
8, 800, 5, 400, 0.1, 2462, 15, 0
8, 800, 5, 400, 0.15, 1774, 24, 0
8, 800, 5, 400, 0.15, 1687, 14, 0
8, 800, 5, 400, 0.15, 1760, 23, 0
8, 800, 5, 400, 0.15, 2075, 15, 0
8, 800, 5, 400, 0.15, 2197, 33, 0
8, 800, 5, 400, 0.15, 2490, 21, 17357077341266027801092464769508283047018199112109390720346346853341440856005190346495114152068030111222
8, 800, 5, 400, 0.15, 1330, 21, 0
8, 800, 5, 400, 0.15, 1555, 28, 0
8, 800, 5, 400, 0.15, 3059, 15, 0
8, 800, 5, 400, 0.15, 1622, 28, 0
8, 800, 5, 400, 0.15, 2097, 22, 0
8, 800, 5, 400, 0.15, 2435, 25, 0
8, 800, 5, 400, 0.15, 2954, 37, 0
8, 800, 5, 400, 0.15, 1333, 16, 0
8, 800, 5, 400, 0.15, 2031, 14, 0
8, 800, 5, 400, 0.15, 2018, 30, 0
8, 800, 5, 400, 0.15, 2500, 20, 0
8, 800, 5, 400, 0.15, 2097, 15, 0
8, 800, 5, 400, 0.15, 2064, 18, 0
8, 800, 5, 400, 0.15, 2445, 19, 2543737282194927342809645212471002303739009440993076672002739470374566305184266107596763
8, 800, 5, 400, 0.2, 2071, 16, 0
8, 800, 5, 400, 0.2, 2786, 33, 0
8, 800, 5, 400, 0.2, 2476, 16, 0
8, 800, 5, 400, 0.2, 1982, 26, 0
8, 800, 5, 400, 0.2, 4190, 14, 0
8, 800, 5, 400, 0.2, 1909, 29, 0
8, 800, 5, 400, 0.2, 2784, 14, 0
8, 800, 5, 400, 0.2, 1751, 45, 0
8, 800, 5, 400, 0.2, 2481, 33, 0
8, 800, 5, 400, 0.2, 1995, 30, 0
8, 800, 5, 400, 0.2, 1967, 22, 0
8, 800, 5, 400, 0.2, 3418, 28, 0
8, 800, 5, 400, 0.2, 2859, 17, 0
8, 800, 5, 400, 0.2, 1852, 14, 0
8, 800, 5, 400, 0.2, 1825, 16, 0
8, 800, 5, 400, 0.2, 2223, 31, 0
8, 800, 5, 400, 0.2, 1841, 30, 0
8, 800, 5, 400, 0.2, 1498, 54, 0
8, 800, 5, 400, 0.2, 1505, 33, 0
8, 800, 5, 400, 0.2, 1673, 14, 0
8, 800, 5, 400, 0.25, 2977, 16, 0
8, 800, 5, 400, 0.25, 2436, 14, 0
8, 800, 5, 400, 0.25, 3440, 22, 3013869768262661743583733193772763699190894431230166929122193507551172975809403068729795388987966251602
8, 800, 5, 400, 0.25, 2227, 31, 0
8, 800, 5, 400, 0.25, 1883, 14, 0
8, 800, 5, 400, 0.25, 2015, 17, 0
8, 800, 5, 400, 0.25, 1679, 20, 0
8, 800, 5, 400, 0.25, 1608, 14, 0
8, 800, 5, 400, 0.25, 2335, 14, 0
8, 800, 5, 400, 0.25, 1895, 22, 0
8, 800, 5, 400, 0.25, 2551, 25, 0
8, 800, 5, 400, 0.25, 1411, 13, 0
8, 800, 5, 400, 0.25, 1149, 51, 0
8, 800, 5, 400, 0.25, 1402, 24, 0
8, 800, 5, 400, 0.25, 1211, 45, 0
8, 800, 5, 400, 0.25, 1816, 15, 0
8, 800, 5, 400, 0.25, 1796, 15, 0
8, 800, 5, 400, 0.25, 1988, 35, 0
8, 800, 5, 400, 0.25, 4352, 17, 0
8, 800, 5, 400, 0.25, 3119, 30, 5241688384526809618089033719659961792342247592675020184766773101776464033099087900181944317952825223
8, 800, 5, 200, 0.05, 1034, 36, 0
8, 800, 5, 200, 0.05, 1259, 18, 0
8, 800, 5, 200, 0.05, 3351, 21, 0
8, 800, 5, 200, 0.05, 2340, 51, 0
8, 800, 5, 200, 0.05, 1606, 76, 0
8, 800, 5, 200, 0.05, 1235, 74, 0
8, 800, 5, 200, 0.05, 3106, 15, 0
8, 800, 5, 200, 0.05, 2678, 87, 0
8, 800, 5, 200, 0.05, 1969, 75, 0
8, 800, 5, 200, 0.05, 2820, 14, 17964473330514735817208860788398487304622
8, 800, 5, 200, 0.05, 1966, 60, 0
8, 800, 5, 200, 0.05, 1470, 46, 0
8, 800, 5, 200, 0.05, 1825, 52, 0
8, 800, 5, 200, 0.05, 2345, 31, 0
8, 800, 5, 200, 0.05, 2441, 55, 0
8, 800, 5, 200, 0.05, 2908, 19, 0
8, 800, 5, 200, 0.05, 2440, 82, 0
8, 800, 5, 200, 0.05, 1358, 18, 48407540253917591633584228545689442275845
8, 800, 5, 200, 0.05, 1620, 70, 0
8, 800, 5, 200, 0.05, 2001, 23, 0
8, 800, 5, 200, 0.1, 2216, 44, 0
8, 800, 5, 200, 0.1, 1742, 34, 0
8, 800, 5, 200, 0.1, 2349, 16, 0
8, 800, 5, 200, 0.1, 2055, 57, 0
8, 800, 5, 200, 0.1, 1225, 15, 0
8, 800, 5, 200, 0.1, 2528, 79, 0
8, 800, 5, 200, 0.1, 2154, 48, 0
8, 800, 5, 200, 0.1, 1545, 22, 0
8, 800, 5, 200, 0.1, 1485, 20, 0
8, 800, 5, 200, 0.1, 1678, 14, 0
8, 800, 5, 200, 0.1, 2281, 42, 0
8, 800, 5, 200, 0.1, 2192, 17, 0
8, 800, 5, 200, 0.1, 1668, 22, 0
8, 800, 5, 200, 0.1, 1781, 17, 0
8, 800, 5, 200, 0.1, 2386, 20, 0
8, 800, 5, 200, 0.1, 1709, 15, 0
8, 800, 5, 200, 0.1, 1638, 20, 9251150069575372032055272711683649653455886351
8, 800, 5, 200, 0.1, 2180, 19, 0
8, 800, 5, 200, 0.1, 2846, 36, 0
8, 800, 5, 200, 0.1, 2016, 18, 0
8, 800, 5, 200, 0.15, 2141, 15, 0
8, 800, 5, 200, 0.15, 1323, 14, 0
8, 800, 5, 200, 0.15, 1650, 20, 0
8, 800, 5, 200, 0.15, 2289, 17, 0
8, 800, 5, 200, 0.15, 1461, 19, 0
8, 800, 5, 200, 0.15, 2099, 40, 0
8, 800, 5, 200, 0.15, 1515, 14, 0
8, 800, 5, 200, 0.15, 2406, 18, 0
8, 800, 5, 200, 0.15, 763, 89, 0
8, 800, 5, 200, 0.15, 2931, 15, 0
8, 800, 5, 200, 0.15, 1639, 15, 0
8, 800, 5, 200, 0.15, 4626, 15, 0
8, 800, 5, 200, 0.15, 3553, 16, 0
8, 800, 5, 200, 0.15, 1602, 13, 0
8, 800, 5, 200, 0.15, 1541, 56, 0
8, 800, 5, 200, 0.15, 1945, 17, 0
8, 800, 5, 200, 0.15, 922, 44, 0
8, 800, 5, 200, 0.15, 2276, 34, 0
8, 800, 5, 200, 0.15, 2065, 69, 0
8, 800, 5, 200, 0.15, 2545, 18, 0
8, 800, 5, 200, 0.2, 1521, 58, 0
8, 800, 5, 200, 0.2, 3297, 17, 0
8, 800, 5, 200, 0.2, 1553, 26, 0
8, 800, 5, 200, 0.2, 2880, 15, 0
8, 800, 5, 200, 0.2, 2707, 29, 81930134165133265197626699401341786908524774
8, 800, 5, 200, 0.2, 3318, 16, 0
8, 800, 5, 200, 0.2, 1085, 15, 0
8, 800, 5, 200, 0.2, 2574, 13, 0
8, 800, 5, 200, 0.2, 2236, 19, 0
8, 800, 5, 200, 0.2, 1713, 29, 0
8, 800, 5, 200, 0.2, 2899, 122, 0
8, 800, 5, 200, 0.2, 1209, 13, 0
8, 800, 5, 200, 0.2, 1664, 32, 0
8, 800, 5, 200, 0.2, 1863, 42, 0
8, 800, 5, 200, 0.2, 1719, 23, 0
8, 800, 5, 200, 0.2, 1458, 25, 0
8, 800, 5, 200, 0.2, 1259, 27, 0
8, 800, 5, 200, 0.2, 3652, 79, 0
8, 800, 5, 200, 0.2, 3636, 37, 0
8, 800, 5, 200, 0.2, 2694, 26, 0
8, 800, 5, 200, 0.25, 2365, 14, 0
8, 800, 5, 200, 0.25, 1590, 33, 0
8, 800, 5, 200, 0.25, 1423, 14, 0
8, 800, 5, 200, 0.25, 1387, 15, 0
8, 800, 5, 200, 0.25, 2269, 16, 0
8, 800, 5, 200, 0.25, 1819, 94, 0
8, 800, 5, 200, 0.25, 1900, 14, 0
8, 800, 5, 200, 0.25, 1347, 15, 0
8, 800, 5, 200, 0.25, 2805, 15, 0
8, 800, 5, 200, 0.25, 2065, 21, 0
8, 800, 5, 200, 0.25, 1606, 22, 0
8, 800, 5, 200, 0.25, 1394, 20, 0
8, 800, 5, 200, 0.25, 1295, 26, 0
8, 800, 5, 200, 0.25, 1161, 12, 0
8, 800, 5, 200, 0.25, 1808, 72, 0
8, 800, 5, 200, 0.25, 2506, 26, 0
8, 800, 5, 200, 0.25, 2112, 15, 0
8, 800, 5, 200, 0.25, 1044, 14, 0
8, 800, 5, 200, 0.25, 3025, 13, 0
8, 800, 5, 200, 0.25, 1394, 19, 0
8, 800, 4, 800, 0.05, 258, 19, 0
8, 800, 4, 800, 0.05, 397, 12, 0
8, 800, 4, 800, 0.05, 419, 13, 0
8, 800, 4, 800, 0.05, 468, 12, 0
8, 800, 4, 800, 0.05, 374, 13, 0
8, 800, 4, 800, 0.05, 373, 21, 0
8, 800, 4, 800, 0.05, 381, 14, 0
8, 800, 4, 800, 0.05, 457, 17, 0
8, 800, 4, 800, 0.05, 562, 21, 0
8, 800, 4, 800, 0.05, 433, 16, 0
8, 800, 4, 800, 0.05, 260, 15, 0
8, 800, 4, 800, 0.05, 412, 14, 0
8, 800, 4, 800, 0.05, 346, 19, 0
8, 800, 4, 800, 0.05, 238, 11, 0
8, 800, 4, 800, 0.05, 409, 13, 0
8, 800, 4, 800, 0.05, 227, 12, 0
8, 800, 4, 800, 0.05, 271, 20, 0
8, 800, 4, 800, 0.05, 287, 16, 0
8, 800, 4, 800, 0.05, 535, 14, 0
8, 800, 4, 800, 0.05, 411, 20, 0
8, 800, 4, 800, 0.1, 413, 14, 0
8, 800, 4, 800, 0.1, 332, 12, 0
8, 800, 4, 800, 0.1, 452, 13, 0
8, 800, 4, 800, 0.1, 339, 15, 0
8, 800, 4, 800, 0.1, 474, 19, 0
8, 800, 4, 800, 0.1, 376, 12, 0
8, 800, 4, 800, 0.1, 410, 24, 0
8, 800, 4, 800, 0.1, 490, 14, 0
8, 800, 4, 800, 0.1, 371, 17, 0
8, 800, 4, 800, 0.1, 359, 22, 0
8, 800, 4, 800, 0.1, 401, 19, 0
8, 800, 4, 800, 0.1, 300, 15, 0
8, 800, 4, 800, 0.1, 346, 14, 0
8, 800, 4, 800, 0.1, 325, 27, 0
8, 800, 4, 800, 0.1, 397, 20, 0
8, 800, 4, 800, 0.1, 326, 15, 0
8, 800, 4, 800, 0.1, 424, 11, 0
8, 800, 4, 800, 0.1, 273, 23, 0
8, 800, 4, 800, 0.1, 310, 34, 0
8, 800, 4, 800, 0.1, 315, 14, 0
8, 800, 4, 800, 0.15, 314, 14, 0
8, 800, 4, 800, 0.15, 331, 29, 0
8, 800, 4, 800, 0.15, 209, 30, 435319403922591563471692650936282308323421133190842945104760593003328546632049701795852900088991851877395640747780604845240903090588175768002510731503026681590100000017886452938521821774044168132275102859890423
8, 800, 4, 800, 0.15, 241, 38, 0
8, 800, 4, 800, 0.15, 300, 13, 0
8, 800, 4, 800, 0.15, 475, 30, 0
8, 800, 4, 800, 0.15, 309, 33, 2692987172247601930906316085541140737854102606606975826955263716547473223789278247860984977132859853904702853858294977460444960770318119156816972121696653285657635873987384800997543594129959835937423174513207039563155956247358
8, 800, 4, 800, 0.15, 293, 23, 0
8, 800, 4, 800, 0.15, 420, 18, 1530704155974885403200549662984986373832023424392480762457915164908010343114629254549395696372479865876796306441607963055246305389417736571663134730384646781397910324672375778565825855547
8, 800, 4, 800, 0.15, 277, 29, 1072946569301107747862634142017516153117814599529059482337938447673822690447599205015571767869254821256078896922829945232374626272700513424966408911752149044714986586929199862177546312386526160767488195532171794285797238
8, 800, 4, 800, 0.15, 363, 13, 0
8, 800, 4, 800, 0.15, 276, 31, 0
8, 800, 4, 800, 0.15, 331, 15, 0
8, 800, 4, 800, 0.15, 423, 16, 0
8, 800, 4, 800, 0.15, 353, 13, 0
8, 800, 4, 800, 0.15, 344, 27, 0
8, 800, 4, 800, 0.15, 236, 12, 0
8, 800, 4, 800, 0.15, 550, 17, 0
8, 800, 4, 800, 0.15, 351, 28, 0
8, 800, 4, 800, 0.15, 365, 18, 0
8, 800, 4, 800, 0.2, 649, 19, 0
8, 800, 4, 800, 0.2, 535, 16, 0
8, 800, 4, 800, 0.2, 414, 15, 0
8, 800, 4, 800, 0.2, 452, 15, 0
8, 800, 4, 800, 0.2, 358, 11, 0
8, 800, 4, 800, 0.2, 239, 29, 0
8, 800, 4, 800, 0.2, 355, 21, 0
8, 800, 4, 800, 0.2, 384, 15, 0
8, 800, 4, 800, 0.2, 345, 25, 64040383007233202816751260343997187758346562048483593363878276361392876755545707758653186064803904699123699473205209292688846219368757211293927431131754270864247829465168731232321486084974961316146106268104339263686893
