dimension,vertices,ave_degree,epsilon,time_mosp,time_fptas,eval_mosp,eval_fptas
8, 1000, 4, 19.6, 728, 22, 3058851804897638969659595628278384452615337095783404991399038426447625970326151474861972812676625980492161339429481571028789687015214292823955827401183856763328573728317055725909284280668633394296125833705804781383741100611019524116294010319081550304923800130808850185518268203154376035, 3058851804897638969659595628278384452615337095783404991399038426447625970326151474861972812676625980492161339429481571028789687015214292823955827401183856763328573728317055725909284280668633394296125833705804781383741100611019524116294010319081550304923800130808850185518268203154376035
8, 1000, 4, 19.6, 543, 19, 3985261203634142687884498628541675195216368373642377594636922030566778339539446346627067096285897913188513482841312731896766243460927460496040446179466377886596366610156508469640683124415521743517519145574168576040206633775601937521031363840135437767668913544180102968295202062355, 3985261203634142687884498628541675195216368373642377594636922030566778339539446346627067096285897913188513482841312731896766243460927460496040446179466377886596366610156508469640683124415521743517519145574168576040206633775601937521031363840135437767668913544180102968295202062355
8, 1000, 4, 19.6, 452, 30, 93980914353607326802273954816759975416950447304035783303031771247716046971556269114302706433635737094379107923854274326664537287958676689617528376737676486627444610367998132024385032976629563618476748575528409172142702125787670090261347181611112053036573916569327751486866430437871711145842928, 93980914353607326802273954816759975416950447304035783303031771247716046971556269114302706433635737094379107923854274326664537287958676689617528376737676486627444610367998132024385032976629563618476748575528409172142702125787670090261347181611112053036573916569327751486866430437871711145842928
8, 1000, 4, 19.6, 565, 24, 4414859366692274094027962666507138866800322803503174440629936414365425160190216925489122736287620431314557953181447466891529759309379793602162877897149744473764563632864085726087253167481899269363694742698720449527134941347492402422483077876876387989787137050803282625042375756034810259, 4414859366692274094027962666507138866800322803503174440629936414365425160190216925489122736287620431314557953181447466891529759309379793602162877897149744473764563632864085726087253167481899269363694742698720449527134941347492402422483077876876387989787137050803282625042375756034810259
8, 1000, 4, 19.6, 385, 36, 82540103192790721607059572638907597811476871153611563845054489906054723272033707940847904787961606859370280508401139619972824631430780870876544327828486561233646481342819595493175328803411676686141808769086618996407595765824199392490486583908901284063134948420180354708043112016488919227811447967323, 82540103192790721607059572638907597811476871153611563845054489906054723272033707940847904787961606859370280508401139619972824631430780870876544327828486561233646481342819595493175328803411676686141808769086618996407595765824199392490486583908901284063134948420180354708043112016488919227811447967323
8, 1000, 4, 19.6, 492, 25, 1256702507779167183699157553157410257574414394976947933646377961776825334445152408043187251318616368242036377383946887136343741067546905291327573064361369689180252202501748800690815365540145448813802038360006537851832546811850439711719484031925167583471432759282496761397214695961354213174, 1256702507779167183699157553157410257574414394976947933646377961776825334445152408043187251318616368242036377383946887136343741067546905291327573064361369689180252202501748800690815365540145448813802038360006537851832546811850439711719484031925167583471432759282496761397214695961354213174
8, 1000, 4, 19.6, 337, 14, 14192536593836101664487166625566873433383471998944936006951137478099683148344891137798995870436277056047323906428710072932015723426547813019929864134921905986703251197703119879982352286224206480546261051417471282514744391590836019872040055225816331289574, 14192536593836101664487166625566873433383471998944936006951137478099683148344891137798995870436277056047323906428710072932015723426547813019929864134921905986703251197703119879982352286224206480546261051417471282514744391590836019872040055225816331289574
8, 1000, 4, 19.6, 749, 34, 61188516255499780564669891519877702988436651798251543130715069464781577745706333449981168809451727165498028086168522997765765399266047664459046313317853763246183043919867516871457609693369779718847177047745343504883035545596647228831550576836030228853531871330792916248938274190558409266196896, 61188516255499780564669891519877702988436651798251543130715069464781577745706333449981168809451727165498028086168522997765765399266047664459046313317853763246183043919867516871457609693369779718847177047745343504883035545596647228831550576836030228853531871330792916248938274190558409266196896
8, 1000, 4, 19.6, 518, 21, 17610721426598648622708080392512213075383942379718443207823348659040040130179663733706153739920671313130290374197483376048044643112107144586310791066048222071527283179496725112808276979855629208555769906837858490466254835393758291369875174813034015221634420531234377418256831387948296, 17610721426598648622708080392512213075383942379718443207823348659040040130179663733706153739920671313130290374197483376048044643112107144586310791066048222071527283179496725112808276979855629208555769906837858490466254835393758291369875174813034015221634420531234377418256831387948296
8, 1000, 4, 19.6, 397, 29, 5607875674307471220535299791048377303352836549126693854629675388856142313282558894360480730842460425728645782993310045351935427141618700155934090776003646921131655793200049699671204615115669478460302977100005456196326461174794562775076682121826852586049984640564062932886743838648946939302701796, 5607875674307471220535299791048377303352836549126693854629675388856142313282558894360480730842460425728645782993310045351935427141618700155934090776003646921131655793200049699671204615115669478460302977100005456196326461174794562775076682121826852586049984640564062932886743838648946939302701796
8, 1000, 4, 19.6, 794, 47, 19219020674681770209798093021988864455388003920217887618337091335898866198400082866244744556782939370388740116529648636845929160924331848179572613760658947766282005068499412919279660417373533833492919687370476495025249947834388491206836028897126400044499527321441528463810661851283503256770525433323, 19219020674681770209798093021988864455388003920217887618337091335898866198400082866244744556782939370388740116529648636845929160924331848179572613760658947766282005068499412919279660417373533833492919687370476495025249947834388491206836028897126400044499527321441528463810661851283503256770525433323
8, 1000, 4, 19.6, 635, 37, 1403758487840072565696195417004990129010149111280945879275970519666465313490329570156838793311063726582093727006201926808720244845777894930783681706194381541836239651927589140713208115116121526926820038277142346556638364466929425171570838819770742669989293204968553983065569038949977651932131061201, 1403758487840072565696195417004990129010149111280945879275970519666465313490329570156838793311063726582093727006201926808720244845777894930783681706194381541836239651927589140713208115116121526926820038277142346556638364466929425171570838819770742669989293204968553983065569038949977651932131061201
8, 1000, 4, 19.6, 424, 17, 26992096961207194238722515759692904371091606149861928606254025246501733524864479944396906259752495951810332555829277076213114653926996315363861725989946800093120995910800153020513319501922230571817596051423309429844108107348266508702012807144933652875118290887377298345303799383669740, 26992096961207194238722515759692904371091606149861928606254025246501733524864479944396906259752495951810332555829277076213114653926996315363861725989946800093120995910800153020513319501922230571817596051423309429844108107348266508702012807144933652875118290887377298345303799383669740
8, 1000, 4, 16.4, 581, 17, 68234159208281784611078685410907927240748414244424618724254849613595721911023830246382902093199521751865736292488291035864353918328278970803782648718244002027892953825160909121750719088623200993552833101303914326635248080308841976114791675106584323806588132654539066380604065358754, 68234159208281784611078685410907927240748414244424618724254849613595721911023830246382902093199521751865736292488291035864353918328278970803782648718244002027892953825160909121750719088623200993552833101303914326635248080308841976114791675106584323806588132654539066380604065358754
8, 1000, 4, 16.4, 501, 20, 56739739941489481788054454605685889481481781885534661817292094164952908312682194666838345029457559718323247789332165964919179754614028002071523587064760197497924617986344516147665078702316591429028005268794000450188400964527350834687634659071168770632137031757282179694530117840791, 56739739941489481788054454605685889481481781885534661817292094164952908312682194666838345029457559718323247789332165964919179754614028002071523587064760197497924617986344516147665078702316591429028005268794000450188400964527350834687634659071168770632137031757282179694530117840791
8, 1000, 4, 16.4, 565, 18, 198436036324447856140220744051813058016119597558134726491646454676543586092954613678712920374690115254256872244993285477269891714335737525201403751286055258700393699458244308785850819047152654828971399478461185167093941079288151660074738571295671322162076654105718777693309435, 198436036324447856140220744051813058016119597558134726491646454676543586092954613678712920374690115254256872244993285477269891714335737525201403751286055258700393699458244308785850819047152654828971399478461185167093941079288151660074738571295671322162076654105718777693309435
8, 1000, 4, 16.4, 668, 36, 3594458799832691315276467992273344945545041480207552835306818352393282272357364183635030403568979339856062601168127946074424110829709367652639694605822449701869907863116806760234465161484104173061916036838835861846042893000181822505920836662750230538127796984210890745570141735878112204966301210, 3594458799832691315276467992273344945545041480207552835306818352393282272357364183635030403568979339856062601168127946074424110829709367652639694605822449701869907863116806760234465161484104173061916036838835861846042893000181822505920836662750230538127796984210890745570141735878112204966301210
8, 1000, 4, 16.4, 443, 26, 2240600383103303788488971962741331707454238768779148848806450058431435430944416246325921939957208007963847771595852458110519478931004492679104085022182666618264164113814282949595549243864443730934392542757314459357763774086246857505384155264001814091058661519992406537738223641791774046360, 2240600383103303788488971962741331707454238768779148848806450058431435430944416246325921939957208007963847771595852458110519478931004492679104085022182666618264164113814282949595549243864443730934392542757314459357763774086246857505384155264001814091058661519992406537738223641791774046360
8, 1000, 4, 16.4, 478, 46, 187867443208734191064099068072648773267669125431752431221758998712313971282837026360175773139346283426616827495435963353498160244125190656515244941955538512643010930010880058201535480958848956501835812975179419382263246312055215213552614581725086143046436253730640737595598060710132663599004493702359, 187867443208734191064099068072648773267669125431752431221758998712313971282837026360175773139346283426616827495435963353498160244125190656515244941955538512643010930010880058201535480958848956501835812975179419382263246312055215213552614581725086143046436253730640737595598060710132663599004493702359
8, 1000, 4, 16.4, 536, 20, 8763689449386389574530146666035218992005430554537625500483868945209446249613775702803276988893451604338709856225309667471300358576121050418800773783422383579906174637326589215603789164268072650531262522907300968515897028024093197881884733774524127588029942809171096899359960970694, 8763689449386389574530146666035218992005430554537625500483868945209446249613775702803276988893451604338709856225309667471300358576121050418800773783422383579906174637326589215603789164268072650531262522907300968515897028024093197881884733774524127588029942809171096899359960970694
8, 1000, 4, 16.4, 363, 18, 949241081269200033394416849914799242935804740123235915967677696705256406336103952703695471197172755733698397070835508045741605982017839693135896778373942688180763129825470727704566173230327679540117277744362280142885917602015932015283985068948146547197512088422635149105624817063648928607267, 949241081269200033394416849914799242935804740123235915967677696705256406336103952703695471197172755733698397070835508045741605982017839693135896778373942688180763129825470727704566173230327679540117277744362280142885917602015932015283985068948146547197512088422635149105624817063648928607267
8, 1000, 4, 16.4, 575, 41, 89774354824943837789280022735912202995016456745654308778360840721425456914773915576025325579956647094070136646624763007864850627465886562199781359848747946027354865592573194437404030132171683634187582954840760778990915101294039031811899166411099054069973217162418624580926183490496883555882043603386, 89774354824943837789280022735912202995016456745654308778360840721425456914773915576025325579956647094070136646624763007864850627465886562199781359848747946027354865592573194437404030132171683634187582954840760778990915101294039031811899166411099054069973217162418624580926183490496883555882043603386
8, 1000, 4, 16.4, 457, 36, 747790751274951906745888562103118146108337046387790921020363422413135977845611543508079880050685447780318223070018758048028474677932934570604385436056551615933361895014599184574289951747184505403073478994565560040702595466691199972836801870498117980783938602664064875382304471702641912176433298271, 747790751274951906745888562103118146108337046387790921020363422413135977845611543508079880050685447780318223070018758048028474677932934570604385436056551615933361895014599184574289951747184505403073478994565560040702595466691199972836801870498117980783938602664064875382304471702641912176433298271
8, 1000, 4, 16.4, 621, 21, 113276334253032444985519053596241809255883261898525301837347532632693810688172582315127383300421819432565033210987249682004340516691586108279390025555920093243720339448359930054869256037035394537875157548177936452400854986218029938451403614044930447325737579580916685078341246463786394, 113276334253032444985519053596241809255883261898525301837347532632693810688172582315127383300421819432565033210987249682004340516691586108279390025555920093243720339448359930054869256037035394537875157548177936452400854986218029938451403614044930447325737579580916685078341246463786394
8, 1000, 4, 16.4, 482, 24, 5006345337456635512441718786413188177745743505256186307721293551154614215197426903064039173120486314645870403913840352508242129805521808179628073457091311541805136496290250650387698501959354312513477859318003006579223345958000484024718893238941206735516969540066933331388842853448467077, 5006345337456635512441718786413188177745743505256186307721293551154614215197426903064039173120486314645870403913840352508242129805521808179628073457091311541805136496290250650387698501959354312513477859318003006579223345958000484024718893238941206735516969540066933331388842853448467077
8, 1000, 4, 16.4, 336, 17, 14583519378474559250030925393182293590546775036314848079654107725973396775656651872466830392408348883390374708517012608563449363153138689122382700211183201451569693816188781362045783005099276957050577516385223402572372661591167366890753109397090959099674547079149600975951374245, 14583519378474559250030925393182293590546775036314848079654107725973396775656651872466830392408348883390374708517012608563449363153138689122382700211183201451569693816188781362045783005099276957050577516385223402572372661591167366890753109397090959099674547079149600975951374245
8, 1000, 4, 16.4, 695, 20, 3737499421095649686291322239832999964220916064233076342660899307016925351104247867548861717229785701803934253149079636021765526798706045493137305847046817663667890744754161969130615073153218310775262466254575620705586611927846936074754453254260933472460423764419884010152580422, 3737499421095649686291322239832999964220916064233076342660899307016925351104247867548861717229785701803934253149079636021765526798706045493137305847046817663667890744754161969130615073153218310775262466254575620705586611927846936074754453254260933472460423764419884010152580422
8, 1000, 4, 16.4, 411, 19, 7891049692814340456433557626033743641197710604628534878998272295497196452946362728639595775448734230150255467645431601972670380252925506965625198096066812256998996139688933237604801829520160487840067738498733965717145242924823645756269338668234125200253938728556752180197447920966680158270, 7891049692814340456433557626033743641197710604628534878998272295497196452946362728639595775448734230150255467645431601972670380252925506965625198096066812256998996139688933237604801829520160487840067738498733965717145242924823645756269338668234125200253938728556752180197447920966680158270
8, 1000, 4, 16.4, 541, 18, 46445457857857412297627289737745884779678040909200221444305323559599362164627910079677465484442245423923825736340289903789064643690057703251093540470621606846376646895914941429083041292356592627682100725215925889372993721218239249108398654053214641960541192817246445514543223, 46445457857857412297627289737745884779678040909200221444305323559599362164627910079677465484442245423923825736340289903789064643690057703251093540470621606846376646895914941429083041292356592627682100725215925889372993721218239249108398654053214641960541192817246445514543223
8, 1000, 4, 16.4, 420, 25, 4233945208191818695191080943702653671542944281832471643918517451510808139541034151981524486772717440658879940730188154886743322756004854887402314194321854702355175219598855431526623839843657312430958547713220901895456711394986839979442249857481361822145978094909482798268263547009925607495985, 4233945208191818695191080943702653671542944281832471643918517451510808139541034151981524486772717440658879940730188154886743322756004854887402314194321854702355175219598855431526623839843657312430958547713220901895456711394986839979442249857481361822145978094909482798268263547009925607495985
8, 1000, 4, 16.4, 519, 17, 8161782070144617092614586187656512605117209965137969137874476212330641195089871365836074888508779384461083107978163661041423149905895067880301246579117326235747256877793481920616192336177064533037718589102654072934376357717869119565563618869090147871524048531326658303218668637, 8161782070144617092614586187656512605117209965137969137874476212330641195089871365836074888508779384461083107978163661041423149905895067880301246579117326235747256877793481920616192336177064533037718589102654072934376357717869119565563618869090147871524048531326658303218668637
8, 1000, 4, 16.4, 500, 39, 141340628353927957584928245478173013002048415480571357512721214622419517121397800307252485686879510924848821121667085141990433125608295862558661741089176746898133995856651426331765166365009600646345109478728410852760901464930036048051198524823191028605862424234397563430877439743237611769523272564, 141340628353927957584928245478173013002048415480571357512721214622419517121397800307252485686879510924848821121667085141990433125608295862558661741089176746898133995856651426331765166365009600646345109478728410852760901464930036048051198524823191028605862424234397563430877439743237611769523272564
8, 1000, 4, 16.4, 691, 28, 696573296183119276507876995401760386112781379447345332963616885109852477339634202592942152174699126866257363227374236208244293177696676248966892919973668950550854937941894547993557238971955355549549828316431133723260381298534023360512291283611079624908557732182162711236150274228152265408272766, 696573296183119276507876995401760386112781379447345332963616885109852477339634202592942152174699126866257363227374236208244293177696676248966892919973668950550854937941894547993557238971955355549549828316431133723260381298534023360512291283611079624908557732182162711236150274228152265408272766
8, 1000, 4, 16.4, 550, 21, 564984893965029248728577180909379971798778382998487528909291028232704955401917125435371630956571014794682304698162556704138782762536208832064207678268370777160748755787995719388452265089055771766772445892821448746947607883223741659819770407387038922394577063427999251506651060307, 564984893965029248728577180909379971798778382998487528909291028232704955401917125435371630956571014794682304698162556704138782762536208832064207678268370777160748755787995719388452265089055771766772445892821448746947607883223741659819770407387038922394577063427999251506651060307
8, 1000, 4, 16.4, 507, 20, 183101822227446767263526840164525372863159789204297767601358279127065617958116854185190746274441638935242033908646508586575546753370683899474028772627320564631211496354671595503484124039199956875395833841152813888536775492594963832786258248814879841844041995987721628770251549, 183101822227446767263526840164525372863159789204297767601358279127065617958116854185190746274441638935242033908646508586575546753370683899474028772627320564631211496354671595503484124039199956875395833841152813888536775492594963832786258248814879841844041995987721628770251549
8, 1000, 4, 16.4, 431, 21, 226206745345321526799482083034151290654307845246936331164750032827385395636879819445500185125411777354257215854509744375294717712121032038366191040210632952193902383449986580200178305359204454067650177497842683842973856149032844219193414736987136468429812876290013652105692234159, 226206745345321526799482083034151290654307845246936331164750032827385395636879819445500185125411777354257215854509744375294717712121032038366191040210632952193902383449986580200178305359204454067650177497842683842973856149032844219193414736987136468429812876290013652105692234159
8, 1000, 4, 16.4, 372, 16, 94508164984247025042701866080270987441505227885705351101959425562933418877068412320708647520832495065050592943070142742568337880423953682706080977861003597998164441230816835058091698472303709081418828332689278741646672162147684511323100962074505813680553967772533005758333605, 94508164984247025042701866080270987441505227885705351101959425562933418877068412320708647520832495065050592943070142742568337880423953682706080977861003597998164441230816835058091698472303709081418828332689278741646672162147684511323100962074505813680553967772533005758333605
8, 1000, 4, 16.4, 574, 45, 333748151224637086738160814385328175151587241855253957543648378895369820252984240610163287436310743042839987010173185502596346822707140099331090721836968085554602552726592710462192888720455338526570541169263009349942299026243501772769659534408181385357638606215468774734568314067672317758009336151759, 333748151224637086738160814385328175151587241855253957543648378895369820252984240610163287436310743042839987010173185502596346822707140099331090721836968085554602552726592710462192888720455338526570541169263009349942299026243501772769659534408181385357638606215468774734568314067672317758009336151759
8, 1000, 4, 16.4, 566, 25, 9296593293094662523188154402159951825616822219714751073532118575107966283368932211443742080989007172737640801187779710358296317134730443376494384246085918864654918763833205874949560145508313403610390393648146088187021756730544985543758473430055150561524630634435081161262281365695127202734, 9296593293094662523188154402159951825616822219714751073532118575107966283368932211443742080989007172737640801187779710358296317134730443376494384246085918864654918763833205874949560145508313403610390393648146088187021756730544985543758473430055150561524630634435081161262281365695127202734
8, 1000, 4, 16.4, 617, 19, 236316348239167972371006623060549435914743559373976589743922284907205968361112558075181645116851834873378290485936971971992802876572662459036356978651112709074626051412916433079018712162459770368832984849485463062549394482944373791671112100007233522148663398745600073916126729652, 236316348239167972371006623060549435914743559373976589743922284907205968361112558075181645116851834873378290485936971971992802876572662459036356978651112709074626051412916433079018712162459770368832984849485463062549394482944373791671112100007233522148663398745600073916126729652
8, 1000, 4, 16.4, 675, 18, 612030217494810362986382386732653950057109855064005843854637700053436715095339869702024229312988444470365946195073980606313714378903188945441969325376247729510839617146506490531570706061667034780882310855005691003908715459027950837361963032810569718895059551469208027842253086, 612030217494810362986382386732653950057109855064005843854637700053436715095339869702024229312988444470365946195073980606313714378903188945441969325376247729510839617146506490531570706061667034780882310855005691003908715459027950837361963032810569718895059551469208027842253086
8, 1000, 4, 16.4, 422, 19, 60651320714622979201874830919028391453662390770960927122816018026090437876457258211156616035816075471683532081730316427712073041109605321197562115916973064651936209531299059447102222332652394415588984004118723440921454853545893856632477731824305944171223519251578614805751532492836893, 60651320714622979201874830919028391453662390770960927122816018026090437876457258211156616035816075471683532081730316427712073041109605321197562115916973064651936209531299059447102222332652394415588984004118723440921454853545893856632477731824305944171223519251578614805751532492836893
8, 1000, 4, 16.4, 812, 18, 26294422194408809341540461081574759426673957656922882081535534678574706891537774603252270075820618199114500838253104482328119193250559314790402756223679276768885166353016459370970514375458013139804109198059103169766244347539714403358232308975857873300108020615715250694804788100, 26294422194408809341540461081574759426673957656922882081535534678574706891537774603252270075820618199114500838253104482328119193250559314790402756223679276768885166353016459370970514375458013139804109198059103169766244347539714403358232308975857873300108020615715250694804788100
8, 1000, 4, 16.4, 831, 33, 11803539266626404313228361062133571383644777236594490074523286281010906077053585280016194411528573247280569145579706583049477009565183086517607818738116956921781318553083945436270795729601509265951644706027939469268423026548920107129835228558742980569327257403671750637183829311041127601621768761, 11803539266626404313228361062133571383644777236594490074523286281010906077053585280016194411528573247280569145579706583049477009565183086517607818738116956921781318553083945436270795729601509265951644706027939469268423026548920107129835228558742980569327257403671750637183829311041127601621768761
8, 1000, 4, 16.4, 536, 47, 7264029969164334527475580908406141882633839601232641220975937622229133928304711589624789433160463075190917522815320902239509386948394935139939452988101560136227775296330030831525068916876199777166900029949063847972127445628529861594483161001943598549666927336114229860606982065007135543586325385003, 7264029969164334527475580908406141882633839601232641220975937622229133928304711589624789433160463075190917522815320902239509386948394935139939452988101560136227775296330030831525068916876199777166900029949063847972127445628529861594483161001943598549666927336114229860606982065007135543586325385003
8, 1000, 4, 16.4, 516, 34, 85601373619886952560319057520023183760981873431309706335241709354975594826463042219003940395164754476164005663038808479858972510401541671765386036058327348936457822534365018089831758828053131214647331282784673424718669896830252511332908425188479533326154743028279426948959366005125077647702610066, 85601373619886952560319057520023183760981873431309706335241709354975594826463042219003940395164754476164005663038808479858972510401541671765386036058327348936457822534365018089831758828053131214647331282784673424718669896830252511332908425188479533326154743028279426948959366005125077647702610066
8, 1000, 4, 16.4, 782, 16, 9131352873127137099943290821465303466640324431108590851940895017632873046283711114934057680712768232833323635335776410004109635680881046951395208429896637754392103155970432298944257401546033370648813638005655098537958160046207774508872594664805156184541095743243358980667116446, 9131352873127137099943290821465303466640324431108590851940895017632873046283711114934057680712768232833323635335776410004109635680881046951395208429896637754392103155970432298944257401546033370648813638005655098537958160046207774508872594664805156184541095743243358980667116446
8, 1000, 4, 16.4, 627, 20, 267160464453922718792901726513378421550284052129465059634121367769668157911701341448078620898783976954410435223436313127389388183537331494146529190785681773145557424633811735417734377429059539094127227715691599285484642651481094601712433011710066570270370621082327152791628952091135, 267160464453922718792901726513378421550284052129465059634121367769668157911701341448078620898783976954410435223436313127389388183537331494146529190785681773145557424633811735417734377429059539094127227715691599285484642651481094601712433011710066570270370621082327152791628952091135
8, 1000, 4, 16.4, 718, 22, 251463631895474847446777427243463271755044762232189173954463042779800482513241285654448594636054778857580729722749553728137048444821303280177829182568769753485955639733325409681775465667598856227653284204640987227400575747597289011726141091190877547360123674279463320738904857956572, 251463631895474847446777427243463271755044762232189173954463042779800482513241285654448594636054778857580729722749553728137048444821303280177829182568769753485955639733325409681775465667598856227653284204640987227400575747597289011726141091190877547360123674279463320738904857956572
8, 1000, 4, 16.4, 577, 22, 72538118480135023432719068097973088420686683175109003629654990345746878291121213369558080370757051285681953305939411970374609267158039965039883851205168776712306461997151042177288102724919340762742243195600220534510438354899551055375224377390514055601034102670121964646652369274885050248, 72538118480135023432719068097973088420686683175109003629654990345746878291121213369558080370757051285681953305939411970374609267158039965039883851205168776712306461997151042177288102724919340762742243195600220534510438354899551055375224377390514055601034102670121964646652369274885050248
8, 1000, 4, 16.4, 428, 28, 15015003711257118662977364025370685941165020886377344026472863259109431304151689719039104558395220716754897518404687259348750673573110164872277428391228529811134677791218388365013200334134170234787718203162128113981109999764485239525732384623165612554525590756716525340494904292009140661386105, 15015003711257118662977364025370685941165020886377344026472863259109431304151689719039104558395220716754897518404687259348750673573110164872277428391228529811134677791218388365013200334134170234787718203162128113981109999764485239525732384623165612554525590756716525340494904292009140661386105
8, 1000, 4, 16.4, 517, 32, 10131747117759383984699551199196195822148610500898014838333112958380620544159749105295761873602876147145409948846391216202744399763175550553203424162555193141606047188972080975382085986717813091131427598659907587740176123615057104329911512761857991832185009127433947276063356153178334252833497, 10131747117759383984699551199196195822148610500898014838333112958380620544159749105295761873602876147145409948846391216202744399763175550553203424162555193141606047188972080975382085986717813091131427598659907587740176123615057104329911512761857991832185009127433947276063356153178334252833497
8, 1000, 4, 16.4, 440, 18, 38968436419416140568717711427391348903501011661039373211797405192672745828084978826067554241806476061659976254254470092155170968408714813349950451503473981702195959294543652216425408172061454886257923814742552022995630596320591756570451889751498061553758825797979081538808368999124, 38968436419416140568717711427391348903501011661039373211797405192672745828084978826067554241806476061659976254254470092155170968408714813349950451503473981702195959294543652216425408172061454886257923814742552022995630596320591756570451889751498061553758825797979081538808368999124
8, 1000, 4, 16.4, 647, 18, 455955116677913638864731985838458646644377299715724067869154404796508118823473275781651884359709949736293954989305425627172016708863223075298817007234044608607609504969616921937275989363058954474120365978198746712770605571544595568455615973993873039885449114544759315676804367792171703, 455955116677913638864731985838458646644377299715724067869154404796508118823473275781651884359709949736293954989305425627172016708863223075298817007234044608607609504969616921937275989363058954474120365978198746712770605571544595568455615973993873039885449114544759315676804367792171703
8, 1000, 4, 16.4, 524, 19, 1156970382370580965910248257479439539265486232375095933982952726356011123805977699667738786193092498083764213477183060982487747249564540743613992754982384989158118762200568292090322877888164087586406127772929437703038579881740529894627824178011214465636509935151711538986953195964889, 1156970382370580965910248257479439539265486232375095933982952726356011123805977699667738786193092498083764213477183060982487747249564540743613992754982384989158118762200568292090322877888164087586406127772929437703038579881740529894627824178011214465636509935151711538986953195964889
8, 1000, 4, 16.4, 455, 16, 5047879461781776790093589107334456588081236211335890024082947480087947544658906838505461981608574186385955671388829645207892105267451939966927799477743936177362942392850072760611650503564085930233799007119066990029352450510068510932925857166624991089775855776592747277, 5047879461781776790093589107334456588081236211335890024082947480087947544658906838505461981608574186385955671388829645207892105267451939966927799477743936177362942392850072760611650503564085930233799007119066990029352450510068510932925857166624991089775855776592747277
8, 1000, 4, 16.4, 670, 20, 9187894109622129583648524106365950731328014763500497299347126501964798727379128821851539656657796615421670940349210146651217362847926816432831189090266287811791420743172925064432797967057424447943651307184502044596926385570941065835436797600544197750634658777934784269868032112396503, 9187894109622129583648524106365950731328014763500497299347126501964798727379128821851539656657796615421670940349210146651217362847926816432831189090266287811791420743172925064432797967057424447943651307184502044596926385570941065835436797600544197750634658777934784269868032112396503
8, 1000, 4, 16.4, 363, 23, 801189277189014921896612155209075225543827875613393011172360907523053338816067717816509468363324016274668594432569074834434200791766445580279032995935057735349148674049780560008522058592196768455140167827691540718028986814383095303099674014789065285741269528381922465115642316109858400280735, 801189277189014921896612155209075225543827875613393011172360907523053338816067717816509468363324016274668594432569074834434200791766445580279032995935057735349148674049780560008522058592196768455140167827691540718028986814383095303099674014789065285741269528381922465115642316109858400280735
8, 1000, 4, 16.4, 625, 22, 3021876155643931803138422335016476942459123614938302239150596201192397682974589989484788799896758694536026812523923159820469911174206758809789648098258634679906324020585113454403703225659937112834811355226492968088257992279720743926652060683257647133714433693691258254130950523748452587, 3021876155643931803138422335016476942459123614938302239150596201192397682974589989484788799896758694536026812523923159820469911174206758809789648098258634679906324020585113454403703225659937112834811355226492968088257992279720743926652060683257647133714433693691258254130950523748452587
8, 1000, 4, 16.4, 579, 35, 1615234612467808868245164599272226813016448206412733385101641280081924442283883892726887717833857912027401668210897537489074502616015902390298306834119523645373337678598076597832068240948101500008392436076842760233036910373772986297944896492100516719145183668384751318285063513007238597075006541, 1615234612467808868245164599272226813016448206412733385101641280081924442283883892726887717833857912027401668210897537489074502616015902390298306834119523645373337678598076597832068240948101500008392436076842760233036910373772986297944896492100516719145183668384751318285063513007238597075006541
8, 1000, 4, 16.4, 464, 19, 1154161615978299638797661370038363441667077727499141649871158252787338526332582498914629015628773419461264058991792373512048778569156225586284223558682182248588664654094776768518056579928611975165366931517837715322222666566791727193541878890331415783050999712353906001226442974176, 1154161615978299638797661370038363441667077727499141649871158252787338526332582498914629015628773419461264058991792373512048778569156225586284223558682182248588664654094776768518056579928611975165366931517837715322222666566791727193541878890331415783050999712353906001226442974176
8, 1000, 4, 16.4, 476, 19, 33705940847241204485664494657980345147971447523865165479454657545484207723254556321370058960759130709008668364231474538853891117239633873509775448552359853241811509375083787297978336567722293057821054381905063571871055660841876297977540446524744230653576973901983401904001754290, 33705940847241204485664494657980345147971447523865165479454657545484207723254556321370058960759130709008668364231474538853891117239633873509775448552359853241811509375083787297978336567722293057821054381905063571871055660841876297977540446524744230653576973901983401904001754290
8, 1000, 4, 16.4, 584, 16, 7442722949800622778345897306178211349078423632019380752018886984544814731049792749607795160229421611041079002539097952097251993414364836952773983771150836793716986842986149515536475579529209421577900318790886481500227276616776940961230848255585258548976008221733564415, 7442722949800622778345897306178211349078423632019380752018886984544814731049792749607795160229421611041079002539097952097251993414364836952773983771150836793716986842986149515536475579529209421577900318790886481500227276616776940961230848255585258548976008221733564415
8, 1000, 4, 16.4, 429, 21, 1089610294713871550184958527460685153882571563442090909915389092748900208371573119885504614450311320431931196011509075737102266961801374949502938143650474757618408873410268841974236362281486395843733872449525135923536691320240982583582546670745120596312482174290755698117991573, 1089610294713871550184958527460685153882571563442090909915389092748900208371573119885504614450311320431931196011509075737102266961801374949502938143650474757618408873410268841974236362281486395843733872449525135923536691320240982583582546670745120596312482174290755698117991573
