dimension, vertices, ave_degree, epsilon, mosp, fptas_mosp, cost_diff_%, 
8, 800, 6, 0.4, 15513, 39, 0
8, 800, 6, 0.4, 11146, 69, 0
8, 800, 6, 0.4, 19881, 21, 0
8, 800, 6, 0.4, 11215, 42, 0
8, 800, 6, 0.4, 9740, 21, 0
8, 800, 6, 0.4, 11813, 117, 0
8, 800, 6, 0.4, 19594, 122, 0
8, 800, 6, 0.4, 6201, 32, 0
8, 800, 6, 0.4, 17113, 24, 0
8, 800, 6, 0.4, 15958, 40, 0
8, 800, 6, 0.4, 7786, 19, 0
8, 800, 6, 0.4, 6345, 21, 0
8, 800, 6, 0.4, 12456, 38, 0
8, 800, 6, 0.4, 9756, 77, 0
8, 800, 6, 0.4, 11615, 16, 0
8, 800, 6, 0.4, 21209, 16, 0
8, 800, 6, 0.4, 12645, 44, 0
8, 800, 6, 0.4, 13157, 76, 0
8, 800, 6, 0.4, 9648, 36, 0
8, 800, 6, 0.4, 4291, 18, 0
8, 800, 6, 1.6, 12032, 96, 0
8, 800, 6, 1.6, 9543, 32, 0
8, 800, 6, 1.6, 5501, 25, 2.8583827463587526e-18
8, 800, 6, 1.6, 10831, 30, 0
8, 800, 6, 1.6, 18426, 33, 0
8, 800, 6, 1.6, 9109, 34, 0
8, 800, 6, 1.6, 9935, 16, 0
8, 800, 6, 1.6, 9635, 31, 0
8, 800, 6, 1.6, 6203, 68, 0
8, 800, 6, 1.6, 8090, 20, 0
8, 800, 6, 1.6, 11363, 20, 0
8, 800, 6, 1.6, 14313, 68, 0
8, 800, 6, 1.6, 12776, 63, 0
8, 800, 6, 1.6, 12701, 30, 0
8, 800, 6, 1.6, 8322, 21, 0
8, 800, 6, 1.6, 18953, 19, 0
8, 800, 6, 1.6, 4957, 28, 0
8, 800, 6, 1.6, 5487, 46, 0
8, 800, 6, 1.6, 9091, 58, 0
8, 800, 6, 1.6, 7859, 18, 0
8, 800, 6, 6.4, 10162, 40, 0
8, 800, 6, 6.4, 11601, 22, 0
8, 800, 6, 6.4, 4193, 30, 0
8, 800, 6, 6.4, 8593, 24, 0
8, 800, 6, 6.4, 5828, 20, 0
8, 800, 6, 6.4, 10197, 33, 0
8, 800, 6, 6.4, 13697, 42, 0
8, 800, 6, 6.4, 7279, 18, 0
8, 800, 6, 6.4, 9339, 18, 0
8, 800, 6, 6.4, 11734, 52, 0
8, 800, 6, 6.4, 14180, 33, 0
8, 800, 6, 6.4, 14122, 17, 0
8, 800, 6, 6.4, 5968, 21, 0
8, 800, 6, 6.4, 7944, 20, 0
8, 800, 6, 6.4, 14908, 21, 0
8, 800, 6, 6.4, 15407, 28, 0
8, 800, 6, 6.4, 13073, 53, 0
8, 800, 6, 6.4, 13194, 64, 0
8, 800, 6, 6.4, 39496, 16, 0
8, 800, 6, 6.4, 14101, 22, 0
8, 800, 6, 25.6, 10545, 23, 0
8, 800, 6, 25.6, 8602, 21, 0
8, 800, 6, 25.6, 9621, 36, 0
8, 800, 6, 25.6, 12134, 17, 0
8, 800, 6, 25.6, 6158, 28, 0
8, 800, 6, 25.6, 12911, 24, 0
8, 800, 6, 25.6, 13256, 23, 0
8, 800, 6, 25.6, 26508, 18, 0
8, 800, 6, 25.6, 3873, 21, 0
8, 800, 6, 25.6, 8362, 19, 0
8, 800, 6, 25.6, 18008, 22, 0
8, 800, 6, 25.6, 14913, 31, 0
8, 800, 6, 25.6, 9610, 57, 0
8, 800, 6, 25.6, 14961, 20, 0
8, 800, 6, 25.6, 10133, 29, 0
8, 800, 6, 25.6, 11069, 20, 0
8, 800, 6, 25.6, 10260, 42, 0
8, 800, 6, 25.6, 9398, 22, 0
8, 800, 6, 25.6, 5750, 20, 0
8, 800, 6, 25.6, 5490, 58, 0
8, 800, 5, 0.4, 2279, 38, 0
8, 800, 5, 0.4, 2082, 24, 0
8, 800, 5, 0.4, 2724, 18, 0
8, 800, 5, 0.4, 2977, 24, 0
8, 800, 5, 0.4, 1418, 51, 0
8, 800, 5, 0.4, 2664, 28, 0
8, 800, 5, 0.4, 2720, 17, 0
8, 800, 5, 0.4, 2123, 96, 0
8, 800, 5, 0.4, 2119, 17, 0
8, 800, 5, 0.4, 2333, 16, 0
8, 800, 5, 0.4, 1620, 78, 0
8, 800, 5, 0.4, 1917, 14, 0
8, 800, 5, 0.4, 1939, 15, 0
8, 800, 5, 0.4, 1646, 51, 0
8, 800, 5, 0.4, 1995, 21, 0
8, 800, 5, 0.4, 2809, 27, 0
8, 800, 5, 0.4, 1567, 29, 0
8, 800, 5, 0.4, 1517, 67, 0
8, 800, 5, 0.4, 3774, 14, 0
8, 800, 5, 0.4, 1959, 19, 0
8, 800, 5, 1.6, 1411, 21, 0
8, 800, 5, 1.6, 2377, 16, 0
8, 800, 5, 1.6, 1430, 19, 0
8, 800, 5, 1.6, 1743, 15, 0
8, 800, 5, 1.6, 1834, 21, 2.6608946208689326e-46
8, 800, 5, 1.6, 1398, 17, 0
8, 800, 5, 1.6, 1485, 15, 0
8, 800, 5, 1.6, 925, 31, 0
8, 800, 5, 1.6, 1557, 13, 0
8, 800, 5, 1.6, 2299, 22, 0
8, 800, 5, 1.6, 1285, 27, 0
8, 800, 5, 1.6, 2029, 73, 0
8, 800, 5, 1.6, 988, 17, 0
8, 800, 5, 1.6, 1970, 26, 0
8, 800, 5, 1.6, 1675, 16, 0
8, 800, 5, 1.6, 1161, 15, 0
8, 800, 5, 1.6, 1311, 13, 0
8, 800, 5, 1.6, 1440, 52, 0
8, 800, 5, 1.6, 3086, 34, 0
8, 800, 5, 1.6, 1094, 15, 0
8, 800, 5, 6.4, 2352, 16, 0
8, 800, 5, 6.4, 1470, 15, 0
8, 800, 5, 6.4, 1308, 24, 1.3715966585919607e-8
8, 800, 5, 6.4, 3215, 20, 0
8, 800, 5, 6.4, 2854, 23, 1.0155467424351567e-13
8, 800, 5, 6.4, 2298, 25, 0
8, 800, 5, 6.4, 1943, 17, 0
8, 800, 5, 6.4, 1880, 25, 0
8, 800, 5, 6.4, 2411, 18, 0
8, 800, 5, 6.4, 2803, 14, 0
8, 800, 5, 6.4, 2782, 39, 0
8, 800, 5, 6.4, 2847, 12, 0
8, 800, 5, 6.4, 704, 25, 0
8, 800, 5, 6.4, 2225, 36, 0
8, 800, 5, 6.4, 2159, 17, 0
8, 800, 5, 6.4, 2027, 17, 1.2656960685187207e-45
8, 800, 5, 6.4, 688, 12, 0
8, 800, 5, 6.4, 1365, 24, 0
8, 800, 5, 6.4, 1664, 16, 0
8, 800, 5, 6.4, 3205, 13, 0
8, 800, 5, 25.6, 2508, 22, 0
8, 800, 5, 25.6, 2074, 17, 0
8, 800, 5, 25.6, 2053, 30, 0
8, 800, 5, 25.6, 2245, 17, 0
8, 800, 5, 25.6, 1656, 15, 0
8, 800, 5, 25.6, 1977, 62, 3.5601931686242425e-9
8, 800, 5, 25.6, 1786, 16, 0
8, 800, 5, 25.6, 1747, 27, 0
8, 800, 5, 25.6, 2410, 27, 0
8, 800, 5, 25.6, 2407, 25, 0
8, 800, 5, 25.6, 2855, 18, 0
8, 800, 5, 25.6, 534, 20, 0
8, 800, 5, 25.6, 2023, 13, 0
8, 800, 5, 25.6, 1568, 16, 0
8, 800, 5, 25.6, 1265, 42, 0
8, 800, 5, 25.6, 3867, 33, 0
8, 800, 5, 25.6, 3040, 14, 0
8, 800, 5, 25.6, 3307, 27, 0
8, 800, 5, 25.6, 5121, 23, 0
8, 800, 5, 25.6, 3261, 29, 4.3622948014476246e-8
8, 800, 4, 0.4, 336, 13, 0
8, 800, 4, 0.4, 294, 15, 0
8, 800, 4, 0.4, 448, 15, 0
8, 800, 4, 0.4, 378, 15, 8.576226503291678e-11
8, 800, 4, 0.4, 461, 13, 0
8, 800, 4, 0.4, 381, 18, 0
8, 800, 4, 0.4, 328, 52, 0
8, 800, 4, 0.4, 354, 31, 0
8, 800, 4, 0.4, 374, 19, 0
8, 800, 4, 0.4, 385, 12, 0
8, 800, 4, 0.4, 289, 13, 0
8, 800, 4, 0.4, 328, 10, 0
8, 800, 4, 0.4, 406, 30, 0
8, 800, 4, 0.4, 394, 31, 0
8, 800, 4, 0.4, 333, 58, 0
8, 800, 4, 0.4, 492, 24, 0
8, 800, 4, 0.4, 289, 16, 0
8, 800, 4, 0.4, 230, 12, 0
8, 800, 4, 0.4, 249, 50, 8.835311286472088e-30
8, 800, 4, 0.4, 316, 10, 0
8, 800, 4, 1.6, 191, 40, 0
8, 800, 4, 1.6, 375, 61, 0.0000483812134948111
8, 800, 4, 1.6, 432, 35, 0
8, 800, 4, 1.6, 465, 16, 0
8, 800, 4, 1.6, 328, 52, 0
8, 800, 4, 1.6, 271, 59, 0
8, 800, 4, 1.6, 451, 43, 0
8, 800, 4, 1.6, 282, 21, 0
8, 800, 4, 1.6, 326, 16, 0
8, 800, 4, 1.6, 474, 12, 0
8, 800, 4, 1.6, 403, 14, 2.018007604605071e-7
8, 800, 4, 1.6, 360, 10, 0
8, 800, 4, 1.6, 499, 48, 0
8, 800, 4, 1.6, 437, 11, 0
8, 800, 4, 1.6, 470, 18, 0
8, 800, 4, 1.6, 332, 28, 7.411926162979998e-20
8, 800, 4, 1.6, 401, 59, 0
8, 800, 4, 1.6, 312, 31, 0.000002099560271051857
8, 800, 4, 1.6, 506, 34, 0
8, 800, 4, 1.6, 252, 17, 0
8, 800, 4, 6.4, 385, 19, 0
8, 800, 4, 6.4, 304, 46, 0
8, 800, 4, 6.4, 268, 17, 0
8, 800, 4, 6.4, 515, 24, 0
8, 800, 4, 6.4, 361, 25, 0
8, 800, 4, 6.4, 365, 53, 0
8, 800, 4, 6.4, 339, 10, 0
8, 800, 4, 6.4, 360, 14, 0
8, 800, 4, 6.4, 211, 15, 0
8, 800, 4, 6.4, 285, 28, 0
8, 800, 4, 6.4, 358, 13, 0
8, 800, 4, 6.4, 369, 23, 1.3882475982388576e-12
8, 800, 4, 6.4, 457, 26, 4.536559996916586e-10
8, 800, 4, 6.4, 279, 44, 0
8, 800, 4, 6.4, 285, 17, 0
8, 800, 4, 6.4, 299, 12, 0
8, 800, 4, 6.4, 241, 15, 0
8, 800, 4, 6.4, 310, 21, 0
8, 800, 4, 6.4, 268, 10, 0
8, 800, 4, 6.4, 250, 34, 0
8, 800, 4, 25.6, 351, 19, 0
8, 800, 4, 25.6, 547, 25, 0
8, 800, 4, 25.6, 367, 15, 0
8, 800, 4, 25.6, 309, 14, 0
8, 800, 4, 25.6, 489, 27, 0
8, 800, 4, 25.6, 358, 22, 0
8, 800, 4, 25.6, 362, 13, 0
8, 800, 4, 25.6, 352, 27, 0
8, 800, 4, 25.6, 158, 36, 0
8, 800, 4, 25.6, 356, 22, 0
8, 800, 4, 25.6, 380, 15, 0
8, 800, 4, 25.6, 293, 11, 0
8, 800, 4, 25.6, 435, 21, 0
8, 800, 4, 25.6, 358, 19, 0
8, 800, 4, 25.6, 554, 18, 0
8, 800, 4, 25.6, 297, 19, 0
8, 800, 4, 25.6, 376, 25, 0
8, 800, 4, 25.6, 249, 27, 0
8, 800, 4, 25.6, 236, 29, 0
8, 800, 4, 25.6, 322, 21, 0
8, 800, 3, 0.4, 68, 44, 0
8, 800, 3, 0.4, 59, 32, 0
8, 800, 3, 0.4, 59, 10, 0
8, 800, 3, 0.4, 75, 24, 0
8, 800, 3, 0.4, 59, 10, 0
8, 800, 3, 0.4, 66, 10, 0
8, 800, 3, 0.4, 66, 22, 0
8, 800, 3, 0.4, 114, 9, 0
8, 800, 3, 0.4, 85, 43, 0
8, 800, 3, 0.4, 73, 13, 0
8, 800, 3, 0.4, 99, 33, 0
8, 800, 3, 0.4, 66, 26, 0
8, 800, 3, 0.4, 55, 43, 0
8, 800, 3, 0.4, 70, 23, 0
8, 800, 3, 0.4, 86, 10, 0
8, 800, 3, 0.4, 60, 46, 0
8, 800, 3, 0.4, 64, 26, 0
8, 800, 3, 0.4, 62, 16, 0
8, 800, 3, 0.4, 64, 9, 0
8, 800, 3, 0.4, 65, 15, 0
8, 800, 3, 1.6, 74, 13, 2.514527479856968e-8
8, 800, 3, 1.6, 68, 13, 0
8, 800, 3, 1.6, 100, 15, 0
8, 800, 3, 1.6, 71, 35, 0
8, 800, 3, 1.6, 79, 13, 0
8, 800, 3, 1.6, 46, 11, 0
8, 800, 3, 1.6, 77, 26, 0
8, 800, 3, 1.6, 77, 30, 0
8, 800, 3, 1.6, 85, 29, 0
8, 800, 3, 1.6, 79, 17, 0
8, 800, 3, 1.6, 66, 7, 0
8, 800, 3, 1.6, 63, 13, 0
8, 800, 3, 1.6, 69, 30, 0
8, 800, 3, 1.6, 49, 13, 0
8, 800, 3, 1.6, 52, 10, 0
8, 800, 3, 1.6, 99, 16, 0
8, 800, 3, 1.6, 96, 33, 0
8, 800, 3, 1.6, 72, 26, 0
8, 800, 3, 1.6, 62, 12, 0
8, 800, 3, 1.6, 75, 19, 0
8, 800, 3, 6.4, 53, 8, 0
8, 800, 3, 6.4, 78, 17, 0
8, 800, 3, 6.4, 67, 19, 0
8, 800, 3, 6.4, 84, 17, 0
8, 800, 3, 6.4, 49, 41, 0
8, 800, 3, 6.4, 63, 9, 0
8, 800, 3, 6.4, 69, 29, 0
8, 800, 3, 6.4, 77, 13, 0
8, 800, 3, 6.4, 57, 27, 0
8, 800, 3, 6.4, 59, 11, 1.741858873012892e-10
8, 800, 3, 6.4, 66, 16, 0
8, 800, 3, 6.4, 83, 10, 0
8, 800, 3, 6.4, 65, 8, 0
8, 800, 3, 6.4, 67, 15, 0
8, 800, 3, 6.4, 72, 17, 0
8, 800, 3, 6.4, 79, 10, 0
8, 800, 3, 6.4, 76, 34, 0
8, 800, 3, 6.4, 69, 20, 0
8, 800, 3, 6.4, 62, 40, 0
8, 800, 3, 6.4, 74, 34, 0
8, 800, 3, 25.6, 71, 11, 0
8, 800, 3, 25.6, 72, 21, 0
8, 800, 3, 25.6, 87, 28, 0
8, 800, 3, 25.6, 98, 14, 0
8, 800, 3, 25.6, 52, 14, 0
8, 800, 3, 25.6, 61, 11, 0
8, 800, 3, 25.6, 53, 17, 0
8, 800, 3, 25.6, 86, 12, 0
8, 800, 3, 25.6, 76, 10, 0
8, 800, 3, 25.6, 75, 15, 0
8, 800, 3, 25.6, 74, 19, 0
8, 800, 3, 25.6, 69, 23, 0
8, 800, 3, 25.6, 55, 24, 0
8, 800, 3, 25.6, 73, 31, 0
8, 800, 3, 25.6, 77, 13, 0
8, 800, 3, 25.6, 83, 22, 0
8, 800, 3, 25.6, 95, 17, 0
8, 800, 3, 25.6, 82, 9, 0
8, 800, 3, 25.6, 65, 16, 0
8, 800, 3, 25.6, 60, 11, 0
8, 600, 6, 0.4, 4071, 21, 0
8, 600, 6, 0.4, 6705, 17, 0
8, 600, 6, 0.4, 3376, 29, 0
8, 600, 6, 0.4, 9771, 53, 0
8, 600, 6, 0.4, 6785, 16, 0
8, 600, 6, 0.4, 6287, 13, 0
8, 600, 6, 0.4, 2343, 17, 0
8, 600, 6, 0.4, 2923, 14, 0
8, 600, 6, 0.4, 10407, 33, 0
8, 600, 6, 0.4, 7040, 15, 0
8, 600, 6, 0.4, 6903, 11, 0
8, 600, 6, 0.4, 5046, 70, 0
8, 600, 6, 0.4, 4983, 101, 0
8, 600, 6, 0.4, 5687, 38, 0
8, 600, 6, 0.4, 7507, 46, 0
8, 600, 6, 0.4, 7347, 14, 0
8, 600, 6, 0.4, 7058, 15, 0
8, 600, 6, 0.4, 6138, 13, 0
8, 600, 6, 0.4, 7498, 19, 0
8, 600, 6, 0.4, 4252, 14, 0
8, 600, 6, 1.6, 4434, 36, 0
8, 600, 6, 1.6, 6046, 14, 0
8, 600, 6, 1.6, 9709, 47, 0
8, 600, 6, 1.6, 6857, 27, 0
8, 600, 6, 1.6, 8374, 21, 0
8, 600, 6, 1.6, 6193, 21, 0
8, 600, 6, 1.6, 8069, 12, 0
8, 600, 6, 1.6, 4925, 20, 0
8, 600, 6, 1.6, 8455, 22, 0
8, 600, 6, 1.6, 3436, 59, 0
8, 600, 6, 1.6, 6715, 19, 0
8, 600, 6, 1.6, 3459, 36, 0
8, 600, 6, 1.6, 8722, 34, 6.318232526294623e-33
8, 600, 6, 1.6, 10144, 47, 0
8, 600, 6, 1.6, 6195, 13, 0
8, 600, 6, 1.6, 10609, 46, 0
8, 600, 6, 1.6, 3978, 35, 0
8, 600, 6, 1.6, 6447, 39, 0
8, 600, 6, 1.6, 11218, 32, 0
8, 600, 6, 1.6, 7281, 21, 0
8, 600, 6, 6.4, 6975, 13, 0
8, 600, 6, 6.4, 15237, 15, 0
8, 600, 6, 6.4, 5542, 13, 0
8, 600, 6, 6.4, 4667, 15, 0
8, 600, 6, 6.4, 4788, 15, 0
8, 600, 6, 6.4, 7290, 14, 0
8, 600, 6, 6.4, 7948, 21, 0
8, 600, 6, 6.4, 3711, 21, 0
8, 600, 6, 6.4, 14736, 13, 0
8, 600, 6, 6.4, 3273, 15, 0
8, 600, 6, 6.4, 7262, 28, 0
8, 600, 6, 6.4, 8490, 12, 0
8, 600, 6, 6.4, 8466, 13, 0
8, 600, 6, 6.4, 3426, 24, 0
8, 600, 6, 6.4, 8634, 28, 0
8, 600, 6, 6.4, 6445, 13, 0
8, 600, 6, 6.4, 5064, 36, 0
8, 600, 6, 6.4, 3058, 18, 0
8, 600, 6, 6.4, 6574, 30, 0
8, 600, 6, 6.4, 8799, 14, 0
8, 600, 6, 25.6, 2771, 25, 1.3138106829870669e-14
8, 600, 6, 25.6, 7264, 15, 0
8, 600, 6, 25.6, 9391, 36, 0
8, 600, 6, 25.6, 3465, 15, 0
8, 600, 6, 25.6, 4427, 23, 0
8, 600, 6, 25.6, 5337, 17, 0
8, 600, 6, 25.6, 5496, 17, 0
8, 600, 6, 25.6, 6462, 21, 5.575231954926419e-13
8, 600, 6, 25.6, 6336, 25, 0
8, 600, 6, 25.6, 3366, 17, 0
8, 600, 6, 25.6, 9188, 15, 0
8, 600, 6, 25.6, 5140, 16, 0
8, 600, 6, 25.6, 6403, 22, 0
8, 600, 6, 25.6, 7579, 28, 3.393563360426679e-7
8, 600, 6, 25.6, 6231, 12, 0
8, 600, 6, 25.6, 10895, 19, 0
8, 600, 6, 25.6, 6449, 21, 0
8, 600, 6, 25.6, 11537, 16, 0
8, 600, 6, 25.6, 8729, 12, 0
8, 600, 6, 25.6, 7209, 14, 0
8, 600, 5, 0.4, 1482, 12, 0
8, 600, 5, 0.4, 2553, 23, 0
8, 600, 5, 0.4, 1268, 39, 0
8, 600, 5, 0.4, 1509, 13, 0
8, 600, 5, 0.4, 1055, 12, 0
8, 600, 5, 0.4, 1493, 45, 0
8, 600, 5, 0.4, 1279, 16, 0
8, 600, 5, 0.4, 1596, 18, 0
8, 600, 5, 0.4, 1545, 33, 0
8, 600, 5, 0.4, 1481, 15, 0
8, 600, 5, 0.4, 1595, 10, 0
8, 600, 5, 0.4, 1279, 23, 0
8, 600, 5, 0.4, 900, 31, 0
8, 600, 5, 0.4, 2232, 9, 0
8, 600, 5, 0.4, 1791, 9, 0
8, 600, 5, 0.4, 1610, 19, 0
8, 600, 5, 0.4, 1292, 15, 0
8, 600, 5, 0.4, 1830, 12, 0
8, 600, 5, 0.4, 1599, 34, 0
8, 600, 5, 0.4, 1166, 19, 0
8, 600, 5, 1.6, 1229, 27, 0
8, 600, 5, 1.6, 1785, 13, 0
8, 600, 5, 1.6, 1144, 17, 0
8, 600, 5, 1.6, 1280, 29, 0
8, 600, 5, 1.6, 1166, 25, 0
8, 600, 5, 1.6, 386, 41, 1.143936334046149e-17
8, 600, 5, 1.6, 1169, 36, 0
8, 600, 5, 1.6, 1557, 20, 2.776432982252407e-12
8, 600, 5, 1.6, 1982, 24, 0
8, 600, 5, 1.6, 982, 37, 0
8, 600, 5, 1.6, 842, 12, 0
8, 600, 5, 1.6, 1354, 12, 0
8, 600, 5, 1.6, 1654, 25, 0
8, 600, 5, 1.6, 896, 23, 0
8, 600, 5, 1.6, 950, 11, 0
8, 600, 5, 1.6, 1904, 10, 0
8, 600, 5, 1.6, 673, 28, 0
8, 600, 5, 1.6, 1054, 14, 0
8, 600, 5, 1.6, 1894, 14, 0
8, 600, 5, 1.6, 978, 10, 0
8, 600, 5, 6.4, 1439, 15, 0
8, 600, 5, 6.4, 1219, 11, 0
8, 600, 5, 6.4, 1186, 41, 0
8, 600, 5, 6.4, 1480, 14, 0
8, 600, 5, 6.4, 1417, 11, 0
8, 600, 5, 6.4, 1453, 11, 0
8, 600, 5, 6.4, 891, 11, 0
8, 600, 5, 6.4, 1853, 29, 0
8, 600, 5, 6.4, 811, 10, 0
8, 600, 5, 6.4, 1242, 36, 0
8, 600, 5, 6.4, 1968, 17, 0
8, 600, 5, 6.4, 1283, 38, 0
8, 600, 5, 6.4, 1395, 11, 0
8, 600, 5, 6.4, 1544, 13, 0
8, 600, 5, 6.4, 534, 24, 0
8, 600, 5, 6.4, 946, 42, 0
8, 600, 5, 6.4, 1392, 15, 0
8, 600, 5, 6.4, 850, 9, 0
8, 600, 5, 6.4, 755, 13, 0
8, 600, 5, 6.4, 1056, 19, 4.2383880236830755e-8
8, 600, 5, 25.6, 2119, 9, 0
8, 600, 5, 25.6, 1386, 28, 0
8, 600, 5, 25.6, 1397, 28, 0
8, 600, 5, 25.6, 1469, 12, 0
8, 600, 5, 25.6, 1432, 22, 0
8, 600, 5, 25.6, 1754, 13, 0
8, 600, 5, 25.6, 512, 25, 7.287598251170875e-18
8, 600, 5, 25.6, 998, 12, 0
8, 600, 5, 25.6, 1359, 14, 0
8, 600, 5, 25.6, 1426, 11, 0
8, 600, 5, 25.6, 1354, 9, 0
8, 600, 5, 25.6, 1022, 14, 0
8, 600, 5, 25.6, 1196, 17, 0
8, 600, 5, 25.6, 950, 29, 0
